0:0:2 | [CMD] ahmet55(6) => /buybus
17:31:12 | [CMD] Hic(16) => /l Aynen bea
17:31:12 | [CMD] [eN]Overlord(13) => /pm 14 evini sat bence
17:31:13 | [CMD] Sancak(11) => /aa zaten sunucu alýrsak TRUCKSAMP adýna olucak sunucu
17:31:14 | [CMD] Freezer3543(18) => /rescue
17:31:15 | [LOCAL][SWAT]DeaD[POH](7): hic ayaklarini yika
17:31:15 | [CMD] [SWAT]DeaD[POH](7) => /l hic ayaklarini yika
17:31:15 | berat7345(8): hay lagým
17:31:16 | [CMD] [eN]Overlord(13) => /pm 14 var
17:31:18 | Hic(16): Götür Ege denize
17:31:19 | [LOCAL]DangerTr07(10): adam öldü geldi qnq 
17:31:19 | [CMD] DangerTr07(10) => /l adam öldü geldi qnq 
17:31:20 | [CMD] ZORLU(9) => /rescue
17:31:20 | berat7345(8): lagýn * 
17:31:21 | [CMD] ZORLU(9) => /rescue
17:31:23 | Hic(16): Denize götür denize
17:31:23 | [CMD] [eN]Overlord(13) => /araba
17:31:23 | Lolery71(6): yaw feerez
17:31:23 | [CMD] ZORLU(9) => /goreviptal
17:31:24 | xqHost(12) oyundan cIktI (Hata/Crash) (IP: 176.33.167.164)
17:31:24 | [CMD] oktayacar(14) => /pm 13 onlardan ceksene
17:31:25 | [LOCAL][SWAT]DeaD[POH](7): aynen
17:31:25 | [CMD] [SWAT]DeaD[POH](7) => /l aynen
17:31:25 | [LOCAL]DangerTr07(10): ölü kokiyi :D 
17:31:25 | [CMD] DangerTr07(10) => /l ölü kokiyi :D 
17:31:25 | [CMD] ZORLU(9) => /rescue
17:31:26 | DangerTr07(10): tm 
17:31:29 | [CMD] Lolery71(6) => /rescue
17:31:30 | [CMD] HeRquL(21) => /goto 11
17:31:31 | [CMD] [eN]Overlord(13) => /pm 14 onlarý biriktiriyorum
17:31:34 | [CMD] oktayacar(14) => /pm 13 ne kadar cekip para gelirse
17:31:36 | Hic(16): Bü gusül alak
17:31:37 | [LOCAL][SWAT]DeaD[POH](7): hic olm sen kac canlisin
17:31:37 | [CMD] [SWAT]DeaD[POH](7) => /l hic olm sen kac canlisin
17:31:37 | berat7345(8): acayip lag var
17:31:38 | Hic(16): Bi*
17:31:39 | [LOCAL][SWAT]DeaD[POH](7): hic olm sen kac canlisin
17:31:39 | [CMD] [SWAT]DeaD[POH](7) => /l hic olm sen kac canlisin
17:31:40 | [CMD] HeRquL(21) => /a yusuf mu sv de yoksa ben mi kör oldu
17:31:42 | [CMD] Lolery71(6) => /rescue
17:31:42 | [CMD] oktayacar(14) => /pm 13 lutfen
17:31:42 | [eN]Overlord(13): Sancak
17:31:43 | [CMD] Freezer3543(18) => /kemer
17:31:43 | [CMD] testere151(17) => /aa hmm
17:31:44 | [CMD] Freezer3543(18) => /modifiye
17:31:45 | [LOCAL]Hic(16): Kediyim olm ben
17:31:45 | [CMD] Hic(16) => /l Kediyim olm ben
17:31:45 | [CMD] DangerTr07(10) => /A sen qnq 
17:31:48 | [LOCAL]Hic(16): 9 canlýyým
17:31:48 | [CMD] Hic(16) => /l 9 canlýyým
17:31:49 | [CMD] testere151(17) => /a qwe
17:31:50 | [LOCAL][SWAT]DeaD[POH](7): Hmm
17:31:50 | [CMD] [SWAT]DeaD[POH](7) => /l Hmm
17:31:51 | [CMD] ZORLU(9) => /modifiye
17:31:52 | [CMD] Sancak(11) => /aa hafta sonu client gelicek bu sunucuya
17:31:53 | [CMD] oktayacar(14) => /pm 13 bak lazým oldu paran
17:31:53 | [CMD] Freezer3543(18) => /convoy
17:31:53 | [CMD] DangerTr07(10) => /A lan ben sana facebook mesaj atim yasin ikon atti yapmiþ 
17:31:54 | [LOCAL]Hic(16): 31*
17:31:54 | [CMD] Hic(16) => /l 31*
17:31:54 | berat7345(8): sancak abi atabiliyosan bi res atsan
17:31:55 | [CMD] HeRquL(21) => /a ah gözüm
17:31:58 | [CMD] DangerTr07(10) => /A Ekledin mi herqul 
17:31:59 | [CMD] testere151(17) => /aa ooo güzel 
17:32:0 | [LOCAL]Hic(16): 31 canlý
17:32:0 | [CMD] Hic(16) => /l 31 canlý
17:32:0 | TEXAST5(19): sancak reis a7 
17:32:1 | oktayacar(14): goevim
17:32:3 | [CMD] HeRquL(21) => /a neyi
17:32:4 | TEXAST5(19): neden atamasýn :D 
17:32:5 | [CMD] berat7345(8) => /goreviptal
17:32:5 | [CMD] oktayacar(14) => /goevim
17:32:6 | [CMD] Freezer3543(18) => /c Ver liderligi 
17:32:8 | berat7345(8): amaan
17:32:9 | [CMD] DangerTr07(10) => /A facebook mesajýna bak cnm 
17:32:10 | [eN]Overlord(13): Sancak
17:32:11 | [CMD] oktayacar(14) => /pm 13 bak lazým oldu paran
17:32:13 | [CMD] testere151(17) => /aa v6 ne zaman gelir merak ediyorum :D
17:32:14 | [CMD] HeRquL(21) => /a çoktan 
17:32:15 | [CMD] Lolery71(6) => /kemer
17:32:15 | [CMD] oktayacar(14) => /pm 13 lutfen
17:32:16 | [CMD] ZORLU(9) => /convoy
17:32:17 | [CMD] DangerTr07(10) => /A Tm
17:32:17 | berat7345(8): afkmý sancak abi
17:32:20 | [CMD] [eN]Overlord(13) => /pm 14 nerden bakýyorduk
17:32:21 | TEXAST5(19): afk 
17:32:21 | Lolery71(6): yaw hacý off
17:32:23 | oktayacar(14): nasýl eve ýþýnlanýyoz
17:32:26 | Hic(16): Püðð
17:32:27 | [SWAT]DeaD[POH](7): Sancak seninle nasil konusa bilirim
17:32:28 | TEXAST5(19): ýþýnlanamazsýnýz 
17:32:29 | [CMD] oktayacar(14) => /pm 13 neye
17:32:29 | [CMD] HeRquL(21) => /goto 11
17:32:29 | DangerTr07(10): pü ya sana D: 
17:32:30 | berat7345(8): eve ýþýnlanma yoktur: 
17:32:31 | [CMD] Freezer3543(18) => /pm 6 Konvoy :D
17:32:32 | DangerTr07(10): Get 16 
17:32:34 | [CMD] TEXAST5(19) => /cc 
17:32:34 | [SirketCHT] [SWAT]DeaD[POH](7): ! sancak
17:32:36 | Hic(16): @14 Öyle bi komut yok
17:32:36 | [CMD] [eN]Overlord(13) => /Pm 14 olum 112k birikmiþ
17:32:39 | [CMD] texelginedomuzu546(15) => /rescue
17:32:39 | Hic(16): Fail :d
17:32:40 | [CMD] DangerTr07(10) => /a yoh artýk :D 
17:32:40 | [CMD] berat7345(8) => /rescue
17:32:42 | [CMD] Lolery71(6) => /convoyayril
17:32:42 | [CMD] Hic(16) => /goto 10
17:32:45 | [CMD] oktayacar(14) => /pm 13 diðer iþyerlerinde
17:32:46 | [SirketCHT] [SWAT]DeaD[POH](7): ! seninle burdan konusa bilirmiiym
17:32:46 | [CMD] Lolery71(6) => /work
17:32:49 | berat7345(8): yetti lag
17:32:51 | [SirketCHT] Sancak(11): ! konuþ
17:32:52 | [CMD] [eN]Overlord(13) => /pm 14 diðerlerini sattým
17:32:52 | [CMD] Sancak(11) => /atamir
17:32:53 | [CMD] HeRquL(21) => /a canlý yayýn kazalarý gibi
17:32:55 | [CMD] [eN]Overlord(13) => /pm 14 motor aldým
17:32:56 | [SirketCHT] [SWAT]DeaD[POH](7): ! Simdi
17:32:57 | [CMD] berat7345(8) => /meslek
17:32:58 | [CMD] DangerTr07(10) => /A ÇQ:WEQÇE 
17:32:58 | Freezer3543(18): Konvoy harbourdan yola cýkacak 
17:33:5 | [eN]Overlord(13): Res atýn sunucuya
17:33:7 | [CMD] Sancak(11) => /cevir
17:33:8 | [CMD] Sancak(11) => /atamir
17:33:9 | 
17:33:9 | [CMD] oktayacar(14) => /pm 13 onu cek ustundeki parayýda yolla omaz mý
17:33:10 | [CMD] testere151(17) => /isteksarki 1645
17:33:10 | [CMD] TEXAST5(19) => /cleanupcars 
17:33:10 | [CMD] Freezer3543(18) => /c Liderligi verir misin aga tekrar
17:33:13 | [SirketCHT] [SWAT]DeaD[POH](7): ! Bir gun sw de yasinle grafik hakkinda konusuyoruz
17:33:13 | [CMD] DangerTr07(10) => /Car sultan 0 0 
17:33:14 | [CMD] TEXAST5(19) => /goto 17 
17:33:15 | Hic(16): Sonra Paraþütle atlayakda kurulansýn
17:33:15 | DangerTr07(10): atla 
17:33:17 | [CMD] oktayacar(14) => /pm 13 motor mu
17:33:18 | [CMD] berat7345(8) => /d þarký bitince habber verirmisiniz kesildie
17:33:18 | [CMD] DangerTr07(10) => /modifiye
17:33:19 | [CMD] berat7345(8) => /asay Ýsteðiniz Sýraya Alýnmýþtýr. 
17:33:20 | [SirketCHT] [SWAT]DeaD[POH](7): ! bide gordum
17:33:21 | [CMD] [eN]Overlord(13) => /Pm 14 aynen
17:33:21 | [CMD] TEXAST5(19) => /goto 17 
17:33:21 | [CMD] Sancak(11) => /restart 1
17:33:23 | [CMD] berat7345(8) => /sac
17:33:24 | [CMD] testere151(17) => /d oky
17:33:25 | [CMD] TEXAST5(19) => /a :AWd 
17:33:26 | [CMD] Hic(16) => /kemer
17:33:26 | [CMD] oktayacar(14) => /pm 13 ben daha arac alamaýdm
17:33:26 | [eN]Overlord(13): Sancak
17:33:26 | [LOCAL]Sancak(11): kendileri istediler mk
17:33:26 | [CMD] Sancak(11) => /l kendileri istediler mk
17:33:27 | [CMD] berat7345(8) => /kemer
17:33:28 | [SirketCHT] [SWAT]DeaD[POH](7): ! sonra konusuruz
17:33:30 | [LOCAL]Sancak(11): sunucu açýlmaz
17:33:30 | [CMD] Sancak(11) => /l sunucu açýlmaz
17:33:30 | [eN]Overlord(13): Forumun Bug kýsmýna bakar mýsýn?
17:33:31 | Hic(16): GG Sunucu
17:33:31 | [LOCAL]TEXAST5(19): aynn 
17:33:31 | [CMD] TEXAST5(19) => /l aynn 
17:33:34 | [CMD] berat7345(8) => /d resetlensin sw açýcam 
17:33:34 | [LOCAL]testere151(17): ayn
17:33:34 | [CMD] testere151(17) => /l ayn
17:33:34 | [CMD] DangerTr07(10) => /kemer
17:33:35 | [CMD] oktayacar(14) => /pm 13 lutfen at res geliyo
17:33:36 | [CMD] oktayacar(14) => /pm 13 lutfen at res geliyo
17:33:36 | [SirketCHT] [SWAT]DeaD[POH](7): ! acilsin gel yanima
17:33:36 | [CMD] ZORLU(9) => /motor
17:33:39 | [eN]Overlord(13): bomba patlýyacak sanlki
17:33:42 | DangerTr07(10): dead 
17:33:44 | [CMD] ZORLU(9) => /c hadi nabýyoz
17:33:45 | [LOCAL][SWAT]DeaD[POH](7): by by kicklendiniz
17:33:45 | [CMD] [SWAT]DeaD[POH](7) => /l by by kicklendiniz
17:33:45 | [CMD] oktayacar(14) => /pm 13 lutfen at res geliyo
17:33:46 | [SWAT]DeaD[POH](7): efm
17:33:46 | [CMD] TEXAST5(19) => /asilah 
17:33:47 | DangerTr07(10): ss'leri atarsin foruma 
17:33:49 | [CMD] [eN]Overlord(13) => /araba
17:33:52 | [SWAT]DeaD[POH](7): attim
17:33:53 | [CMD] Sancak(11) => /atamir
17:33:55 | DangerTr07(10): tm bende atarim 
17:33:57 | [SWAT]DeaD[POH](7): Yinetici sikayet
17:33:57 | [CMD] ZORLU(9) => /c hadi nabýyoz
17:33:58 | [CMD] ZORLU(9) => /c hadi nabýyoz
17:33:58 | [CMD] Freezer3543(18) => /c Res atýlýcak cýk cýk cýk swden
17:33:58 | [CMD] ZORLU(9) => /c hadi nabýyoz
17:34:0 | DangerTr07(10): dead 
17:34:2 | [SWAT]DeaD[POH](7): efm
17:34:2 | [CMD] oktayacar(14) => /pm 13 lutfen
17:34:2 | TIRCI(22): gta hud paylasýn 
17:34:6 | DangerTr07(10): senin konuya eklerim ss'leri 
17:34:6 | [eN]Overlord(13): Resetlenceniz
17:34:12 | [SWAT]DeaD[POH](7): TM
17:34:14 | DangerTr07(10): yada senden alýr eklerim 
17:34:15 | [CMD] [eN]Overlord(13) => /pm 14 baþkasýndan istesen
17:34:16 | [SWAT]DeaD[POH](7): sIMDI CIKIYOM
17:34:17 | DangerTr07(10): sen aç :D
17:34:17 | Hic(16): R e s e t l e n d i n i z 
17:34:20 | Freezer3543(18) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:34:22 | DangerTr07(10): dur cýkma 
17:34:23 | [CMD] [eN]Overlord(13) => /pm 14 benim birikim yapýp
17:34:24 | [CMD] oktayacar(14) => /pm 13 kimse vermiyo ki
17:34:25 | [CMD] HeRquL(21) => /a burasý ne la bataklýk mý
17:34:25 | DangerTr07(10): reset atilsin 
17:34:27 | [SWAT]DeaD[POH](7): eglenceli Mizah bolumune
17:34:27 | [CMD] TEXAST5(19) => /uyar 7 caps off 
17:34:29 | [SWAT]DeaD[POH](7): eglenceli Mizah bolumune
17:34:29 | [CMD] Sancak(11) => /kickall
17:34:29 | Lolery71(6) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:29 | berat7345(8) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:29 | oktayacar(14) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:29 | Hic(16) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:29 | [SWAT]DeaD[POH](7) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:29 | [eN]Overlord(13) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:29 | ZORLU(9) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:29 | TIRCI(22) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:30 | texelginedomuzu546(15) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:32 | Sancak(11): uzayýn
17:34:32 | DangerTr07(10): :D 
17:34:34 | DangerTr07(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:34:35 | testere151(17): :D
17:34:38 | Sancak(11): ne çok konuþtular mk
17:34:39 | Sancak(11) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:39 | testere151(17) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:39 | TEXAST5(19) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:39 | HeRquL(21) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:34:45 | Sunucu kapatildi.
17:34:57 | Sunucu calistirildi.
17:35:7 | oktayacar(6) oyuna girdi [IP: 94.120.199.121]
17:35:16 | testere151(7) oyuna girdi [IP: 88.230.135.15]
17:35:17 | TIRCI(8) oyuna girdi [IP: 95.10.30.158]
17:35:28 | berat7345(9) oyuna girdi [IP: 31.223.25.57]
17:35:30 | TEXAST5(10) oyuna girdi [IP: 88.242.21.237]
17:35:31 | 
17:35:32 | ZORLU(11) oyuna girdi [IP: 78.191.13.215]
17:35:32 | ZORLU(11) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:35:33 | {FFCC00}oktayacar(6) {FFFFFF}Kamyoncu olarak spawn oldu.
17:35:34 | ubeydo(12) oyuna girdi [IP: 85.110.28.95]
17:35:35 | 
17:35:38 | 
17:35:39 | {FFCC00}berat7345(9) Otobus Soforu olarak spawn oldu.
17:35:39 | [eN]Overlord(11) oyuna girdi [IP: 95.13.74.173]
17:35:40 | {FFCC00}testere151(7) {FFFFFF}Kamyoncu olarak spawn oldu.
17:35:46 | 
17:35:46 | 
17:35:47 | TEXAST5(10) Mafya olarak spawn oldu.
17:35:49 | {FFCC00}ubeydo(12) {FFFFFF}Kamyoncu olarak spawn oldu.
17:35:50 | [CMD] TEXAST5(10) => /admgiris
17:35:53 | 
17:35:53 | [CMD] ubeydo(12) => /sa
17:35:53 | [CMD] berat7345(9) => /kemer
17:35:55 | [CMD] testere151(7) => /admgiris
17:35:56 | [CMD] TEXAST5(10) => /goto 7 
17:35:56 | [CMD] berat7345(9) => /work
17:35:57 | 
17:35:57 | [CMD] ubeydo(12) => /gobus
17:35:58 | [CMD] TEXAST5(10) => /sa 
17:36:0 | [CMD] oktayacar(6) => /pm 11 hadi atar mýsýn lutfen
17:36:1 | [CMD] testere151(7) => /as
17:36:1 | berat7345(9): as
17:36:1 | {FFCC00}[eN]Overlord(11) {FFFFFF}Kamyoncu olarak spawn oldu.
17:36:1 | [CMD] TEXAST5(10) => /myskin 280 
17:36:3 | [CMD] berat7345(9) => /as
17:36:3 | [CMD] [eN]Overlord(11) => /as
17:36:5 | ZORLU(14) oyuna girdi [IP: 78.191.13.215]
17:36:5 | texelginedomuzu546(13) oyuna girdi [IP: 85.100.54.69]
17:36:6 | [CMD] berat7345(9) => /sac
17:36:9 | [CMD] oktayacar(6) => /pm 11 lutfen bi aracým olsun
17:36:11 | Hic(15) oyuna girdi [IP: 95.15.222.96]
17:36:11 | [CMD] [eN]Overlord(11) => /pm 6 kusura bakma birikim yapýyorum :/
17:36:14 | {FFCC00}TIRCI(8) {FFFFFF}Pilot olarak spawn oldu.
17:36:14 | [CMD] ubeydo(12) => /gobus
17:36:15 | HeRquL(16) oyuna girdi [IP: 176.33.248.251]
17:36:17 | [CMD] TIRCI(8) => /sa
17:36:17 | 
17:36:18 | [CMD] [eN]Overlord(11) => /pm 6 þu anda kaç paran var?
17:36:19 | [CMD] [eN]Overlord(11) => /as
17:36:21 | [CMD] TEXAST5(10) => /as 
17:36:22 | [CMD] oktayacar(6) => /pm 11 aðlýyom o zaman ben
17:36:23 | 
17:36:23 | 
17:36:24 | 
17:36:25 | {FFCC00}HeRquL(16) {FFFFFF}Kamyoncu olarak spawn oldu.
17:36:26 | {FFCC00}texelginedomuzu546(13) {FFFFFF}Polis olarak spawn oldu.
17:36:26 | {FFCC00}ZORLU(14) {FFFFFF}Kamyoncu olarak spawn oldu.
17:36:27 | ZORLU(14): sa
17:36:28 | [eN]Overlord(11): oh be þirket araçlarý bugu geçmiþ resten sonra
17:36:29 | [CMD] berat7345(9) => /sac
17:36:29 | [CMD] HeRquL(16) => /admgiri
17:36:30 | [CMD] berat7345(9) => /asay Ýstek Þarkýnýz Açýlmýþtýr. 
17:36:31 | [CMD] HeRquL(16) => /admgiris
17:36:32 | {FFCC00}Hic(15) {FFFFFF}Kamyoncu olarak spawn oldu.
17:36:34 | [CMD] ZORLU(14) => /rescue
17:36:34 | [CMD] oktayacar(6) => /pm 11 aðlýyom o zaman ben
17:36:34 | [CMD] Hic(15) => /sa
17:36:37 | [CMD] testere151(7) => /as
17:36:37 | [CMD] [eN]Overlord(11) => /pm 6 þu anda kaç paran var?
17:36:39 | [CMD] TIRCI(8) => /as
17:36:40 | [CMD] texelginedomuzu546(13) => /rescue
17:36:42 | [CMD] ubeydo(12) => /as
17:36:42 | [CMD] TIRCI(8) => /kemer
17:36:43 | [CMD] [eN]Overlord(11) => /ARABa
17:36:43 | [CMD] Hic(15) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ?  
17:36:44 | [CMD] Hic(15) => /asay Sorularýnýz var ise /sorusor komutu ile sorabilirsiniz...  
17:36:45 | [CMD] texelginedomuzu546(13) => /rescue
17:36:46 | [CMD] TIRCI(8) => /work
17:36:48 | [CMD] Hic(15) => /kemer
17:36:49 | [CMD] ubeydo(12) => /ev
17:36:53 | [CMD] oktayacar(6) => /pm 11 bufallo 50m  bende 500k eksiði var
17:36:53 | [CMD] [eN]Overlord(11) => /ARABA
17:36:59 | [CMD] ubeydo(12) => /convoy
17:36:59 | [CMD] [eN]Overlord(11) => /pm 6 motor al
17:37:0 | [CMD] berat7345(9) => /asay Sunucuda Çalmasýný Ýstediðiniz Þarkýyý ''/isteksarki <id>'' Ýle DJ'lere Bildirebilirsiniz.
17:37:2 | ZORLU(14): Selamýn aleyküm.
17:37:4 | [CMD] ubeydo(12) => /sirket
17:37:5 | [CMD] berat7345(9) => /as
17:37:5 | [CMD] [eN]Overlord(11) => /modifiye
17:37:6 | Hic(15): Aleyküm Selam.
17:37:7 | [CMD] berat7345(9) => /tamir
17:37:11 | [CMD] HeRquL(16) => /plane
17:37:11 | ZORLU(14): convoy yapýcak
17:37:15 | [CMD] oktayacar(6) => /pm 11 ya lutfen parayý at
17:37:16 | [CMD] ubeydo(12) => /rescue
17:37:20 | [CMD] TIRCI(8) => /as
17:37:20 | [CMD] ZORLU(14) => /modifiye
17:37:26 | [CMD] oktayacar(6) => /pm 11 yardým et zopr zamanlar geciyorum
17:37:27 | [CMD] TEXAST5(10) => /r hll beyler aktiflik güzel 
17:37:27 | [CMD] [eN]Overlord(11) => /report 6 para isteyerek rahatsýzlýk verme
17:37:32 | [CMD] ZORLU(14) => /modifiye
17:37:35 | [CMD] [eN]Overlord(11) => /pm 6 kb birikim yapýyorum.
17:37:36 | [CMD] TEXAST5(10) => /r hll beyler aktiflik güzel 
17:37:37 | ubeydo(12): Harbour hýgway arasý konvoy yapsam gelen olurmu
17:37:38 | ubeydo(12): Harbour hýgway arasý konvoy yapsam gelen olurmu
17:37:38 | [CMD] [eN]Overlord(11) => /pmon
17:37:41 | [CMD] Hic(15) => /r Nasýl ?
17:37:43 | ZORLU(14): @12 gelirim
17:37:45 | [CMD] oktayacar(6) => /pm 11 aðlýyom ben
17:37:46 | [CMD] ubeydo(12) => /convoy
17:37:49 | [CMD] ZORLU(14) => /motor
17:37:51 | ubeydo(12): gel knk
17:37:51 | [CMD] ZORLU(14) => /convoy
17:37:54 | [CMD] oktayacar(6) => /pm  11 ýhýh ýhýýýýýýýýýýýýýýý
17:38:0 | [CMD] oktayacar(6) => /pm 11 ýhýh hýýýýýýý
17:38:0 | [CMD] [eN]Overlord(11) => /pm 6 ya kardeþ
17:38:1 | [CMD] HeRquL(16) => /r aktifsiniz diyo
17:38:4 | [CMD] [eN]Overlord(11) => /pm 6 bi git þurdan
17:38:6 | [CMD] Hic(15) => /r He
17:38:6 | [CMD] ubeydo(12) => /c baþlatýyom
17:38:10 | [CMD] ZORLU(14) => /c baþlat
17:38:10 | [CMD] [eN]Overlord(11) => /pm 6 çocuk musun nesin yahu
17:38:11 | [CMD] TEXAST5(10) => /car turismo 3 3 
17:38:12 | [CMD] ubeydo(12) => /work
17:38:12 | [CMD] oktayacar(6) => /pm 11 bide arkadaþtýk
17:38:15 | [CMD] TEXAST5(10) => /kemer 
17:38:16 | [CMD] ZORLU(14) => /c bu ne
17:38:16 | Hic(15): Satýlýk 4d buldum la
17:38:17 | [CMD] [eN]Overlord(11) => /pm 6 e kardeþ
17:38:18 | [CMD] ZORLU(14) => /c bu ne polis
17:38:22 | [CMD] ubeydo(12) => /kemer
17:38:23 | [CMD] [eN]Overlord(11) => /pm 6 arkadaþsan rahatsýz etme
17:38:23 | [CMD] ZORLU(14) => /c bu ne polis beni uyarýyor
17:38:27 | [eN]Overlord(11): @15 nirde lo
17:38:32 | [CMD] ubeydo(12) => /c ceza kesti
17:38:33 | [CMD] texelginedomuzu546(13) => /rescue
17:38:33 | [CMD] ZORLU(14) => /c bu ne polis beni uyarýyor
17:38:35 | [CMD] testere151(7) => /goto 15
17:38:37 | [CMD] texelginedomuzu546(13) => /gobus
17:38:38 | [CMD] oktayacar(6) => /pm 11 püü knkaný satýyon emek
17:38:43 | [CMD] ubeydo(12) => /c gel gel
17:38:43 | [CMD] texelginedomuzu546(13) => /icerigir
17:38:44 | [CMD] oktayacar(6) => /pm 11 püü knkaný satýyon demek
17:38:44 | [CMD] oktayacar(6) => /pm 11 püü knkaný satýyon demek
17:38:46 | Hic(15): Burda
17:38:46 | [CMD] oktayacar(6) => /pmoff
17:38:46 | [CMD] berat7345(9) => /sirket
17:38:48 | [CMD] texelginedomuzu546(13) => /isyerimenu
17:38:49 | [CMD] testere151(7) => /sac
17:38:50 | [CMD] [eN]Overlord(11) => /pm 6 ya yürü git þurdan Allahýn manyaðý
17:38:50 | [CMD] Hic(15) => /get 11
17:38:51 | [CMD] texelginedomuzu546(13) => /gobus
17:38:52 | [CMD] oktayacar(6) => /pm 11 yazýklar olsun sana
17:38:53 | [CMD] texelginedomuzu546(13) => /icerigir
17:38:55 | [CMD] texelginedomuzu546(13) => /isyerimenu
17:38:56 | [CMD] berat7345(9) => /asay Sunucuda Çalmasýný Ýstediðiniz Þarkýyý ''/isteksarki <id>'' Ýle DJ'lere Bildirebilirsiniz.
17:38:58 | [CMD] texelginedomuzu546(13) => /gobus
17:38:58 | [CMD] HeRquL(16) => /cevire
17:39:0 | [CMD] texelginedomuzu546(13) => /icerigir
17:39:0 | [CMD] TIRCI(8) => /work
17:39:1 | [CMD] oktayacar(6) => /pm 11 pü pü pü
17:39:1 | Hic(15): Gösteremmi ?
17:39:1 | [CMD] [eN]Overlord(11) => /pm 6 ya yürü git þurdan Allahýn manyaðý
17:39:2 | {FFCC00}HeRquL(16) {FFFFFF}Kamyoncu olarak spawn oldu.
17:39:2 | [CMD] texelginedomuzu546(13) => /isyerimenu
17:39:5 | [eN]Overlord(11): evet
17:39:11 | [LOCAL]Hic(15): Tele ile çekmek serbestmi ?
17:39:11 | [CMD] Hic(15) => /l Tele ile çekmek serbestmi ?
17:39:19 | [CMD] oktayacar(6) => /pmon
17:39:22 | [CMD] texelginedomuzu546(13) => /rescue
17:39:24 | [LOCAL]testere151(7): kimi çekcen
17:39:24 | [CMD] testere151(7) => /l kimi çekcen
17:39:25 | [CMD] ubeydo(12) => /c takip et dikkatli sür oyey
17:39:28 | [LOCAL]Hic(15): @11 
17:39:28 | [CMD] Hic(15) => /l @11 
17:39:31 | [CMD] oktayacar(6) => /pm 12 knk ubeydo
17:39:34 | [CMD] testere151(7) => /get 11
17:39:35 | [CMD] oktayacar(6) => /meslek
17:39:35 | [CMD] ubeydo(12) => /pm 6 evet
17:39:36 | [CMD] texelginedomuzu546(13) => /rescue
17:39:38 | {FFCC00}oktayacar(6) {FFFFFF}Pilot olarak spawn oldu.
17:39:39 | [CMD] ZORLU(14) => /c ooky
17:39:42 | [OTOBUSCU] berat7345, Los Santos Otogar'den San Fierro Otogar'e Yolcu tasidi. Kazanc: 15724$ ve 3 Skor Sure: 188 Saniye
17:39:43 | [CMD] Hic(15) => /tamir
17:39:44 | [LOCAL][eN]Overlord(11): kaç para yazýyo orda
17:39:44 | [CMD] [eN]Overlord(11) => /l kaç para yazýyo orda
17:39:46 | [CMD] texelginedomuzu546(13) => /kemer
17:39:48 | [LOCAL]Hic(15): 9.5m
17:39:48 | [CMD] Hic(15) => /l 9.5m
17:39:48 | [LOCAL]testere151(7): 9.5 m
17:39:48 | [CMD] testere151(7) => /l 9.5 m
17:39:50 | [CMD] [eN]Overlord(11) => /araba
17:39:53 | [CMD] berat7345(9) => /meslekü
17:39:53 | [CMD] ubeydo(12) => /pm 6 buyur
17:39:55 | [CMD] berat7345(9) => /meslek
17:39:55 | [ARAC] [eN]Overlord(11), 539 ID'li Fortune model araci 9000000$'a satin aldi.
17:39:57 | 
17:39:57 | [CMD] oktayacar(6) => /pm 12 cok zor zamanlar geciriyorum lutfen 500k atar mýdýn yalvarýyorum
17:39:59 | [CMD] [eN]Overlord(11) => /buybus
17:40:0 | DarkFlow(17) oyuna girdi [IP: 88.224.97.185]
17:40:1 | [eN]Overlord(11): gg
17:40:4 | [LOCAL][eN]Overlord(11): eyvallah
17:40:4 | [CMD] [eN]Overlord(11) => /l eyvallah
17:40:6 | [LOCAL]Hic(15): h.0.
17:40:6 | [CMD] Hic(15) => /l h.0.
17:40:6 | [CMD] berat7345(9) => /d þarký kesildi bitince haber verirmisiniz. 
17:40:8 | [CMD] oktayacar(6) => /pm 12 yalvarýyorum lutfen
17:40:9 | [LOCAL][eN]Overlord(11): eyw
17:40:9 | [CMD] [eN]Overlord(11) => /l eyw
17:40:11 | [CMD] berat7345(9) => /sac
17:40:11 | [CMD] testere151(7) => /d oky
17:40:12 | {FFCC00}HeRquL(16) {FFFFFF}Kamyoncu olarak spawn oldu.
17:40:14 | [CMD] berat7345(9) => /work
