0:0:1 | [CMD] Jodor(12) => /vipler 
18:27:15 | FirstMoonTR(16) oyuna girdi [IP: 95.10.21.96]
18:27:17 | [eN]Overlord(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:27:18 | [CMD] BeylerBeyi(13) => /work
18:27:20 | [CMD] Jodor(28) => /pm 24 bi mod yükledim :)
18:27:20 | 
18:27:24 | 
18:27:25 | Dark_Alone_(14) Gemici olarak spawn oldu.
18:27:26 | Hic(0): Gelsene bea
18:27:26 | [CMD] Grejuva(11) => /pm 6 neden
18:27:28 | kiral(17): gslimert
18:27:31 | [CMD] Jodor(28) => /pm 12 üst mod
18:27:31 | [CMD] Grejuva(11) => /pm 6 neden
18:27:31 | [CMD] Dark_Alone_(14) => /rescje
18:27:31 | GSLIMERT(21): ?
18:27:32 | agareis150(26): tm
18:27:32 | {FFCC00}PoiriniFurkan(10) {FFFFFF}Kamyoncu olarak spawn oldu.
18:27:33 | FirstMoonTR(16) Yol Iscisi olarak spawn oldu.
18:27:33 | [CMD] Dark_Alone_(14) => /rescue
18:27:35 | [CMD] GSLIMERT(21) => /work
18:27:36 | kiral(17): hadi
18:27:38 | CcCAtakan1907(6) oyuna girdi [IP: 78.190.157.164]
18:27:40 | Hic(0): Ordanmý çýkýyz 
18:27:41 | FirstMoonTR(16): sa
18:27:43 | [CMD] kiral(17) => /modifiye
18:27:45 | Dark_Alone_(14): tarýk
18:27:46 | [CMD] Grejuva(11) => /as
18:27:47 | [CMD] BeylerBeyi(13) => /as
18:27:49 | [CMD] Freezer3543(15) => /tamir
18:27:49 | 
18:27:50 | [eN]Overlord(18) oyuna girdi [IP: 78.180.153.68]
18:27:51 | [CMD] Jodor(28) => /kemer
18:27:52 | {FFCC00}CcCAtakan1907(6) {FFFFFF}Kamyoncu olarak spawn oldu.
18:28:0 | [CMD] FirstMoonTR(16) => /kurallar
18:28:1 | 
18:28:2 | [CMD] BeylerBeyi(13) => /asiriyuk
18:28:3 | {FFCC00}[eN]Overlord(18) {FFFFFF}Polis olarak spawn oldu.
18:28:4 | [LOCAL]Jodor(28): bu atakan ban yememiþ miydi niko
18:28:4 | [CMD] Jodor(28) => /l bu atakan ban yememiþ miydi niko
18:28:4 | [CMD] Hic(0) => /tamir
18:28:9 | agareis150(26): abo
18:28:13 | [CMD] GSLIMERT(21) => /ceivr
18:28:15 | [CMD] GSLIMERT(21) => /cevir
18:28:16 | Hic(0): Dorse gitti babo
18:28:16 | agareis150(26): boyko dorsemi çeksene
18:28:17 | [CMD] GSLIMERT(21) => /tamir
18:28:17 | GSLIMERT kiral'i öldürdü. Oldurme Sekli: 49
18:28:18 | [CMD] kiral(17) => /kemer
18:28:22 | 
18:28:24 | [CMD] [eN]Overlord(18) => /rescue
18:28:25 | [CMD] Dark_Alone_(14) => /araba
18:28:25 | Hic(0): Aga bee
18:28:27 | [CMD] kiral(17) => /rescue
18:28:28 | BoykoXD(8): Yetkim yok
18:28:28 | [LOCAL]nik0tin(12): kalktý 
18:28:28 | [CMD] nik0tin(12) => /l kalktý 
18:28:28 | [CMD] nik0tin(12) => /cantazele 
18:28:31 | [CMD] FirstMoonTR(16) => /kurallar
18:28:34 | Dark_Alone_(14): arac res
18:28:37 | [CMD] [eN]Overlord(18) => /araba
18:28:37 | agareis150(26): nikotin
18:28:40 | [LOCAL]Jodor(28): kimse ciddiye almayacak sw yi
18:28:40 | [CMD] Jodor(28) => /l kimse ciddiye almayacak sw yi
18:28:41 | [CMD] kiral(17) => /goreviptal
18:28:41 | agareis150(26): dorsemi çek
18:28:42 | Grejuva(11): ben kaçar beyler bayanlar selametle kalýn 
18:28:43 | agareis150(26): çabuk
18:28:44 | [CMD] kiral(17) => /rescue
18:28:44 | [CMD] FirstMoonTR(16) => /kemer
18:28:46 | [CMD] agareis150(26) => /admins
18:28:46 | [eN]Overlord(18): bune lag
18:28:48 | [CMD] FirstMoonTR(16) => /work
18:28:49 | [LOCAL]Jodor(28): küfür edip sonra af edilecekler
18:28:49 | [CMD] Jodor(28) => /l küfür edip sonra af edilecekler
18:28:51 | [CMD] Hic(0) => /tamir
18:28:53 | Grejuva(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:28:54 | CagatayBro(9): yetkisi yok
18:28:54 | nik0tin(12): yetki yok 
18:28:55 | [CMD] GSLIMERT(21) => /kemer
18:28:55 | [eN]Overlord(18): @11 dur bi þirkete gel cezaný keseytim öyle gid plz
18:28:55 | [CMD] ClipCamper20(7) => /cevir
18:28:55 | [CMD] agareis150(26) => /goreviptal
18:28:57 | [CMD] GSLIMERT(21) => /work
18:28:58 | [CMD] kiral(17) => /kemer
18:28:59 | [CMD] Hic(0) => /tamir
18:29:3 | Dark_Alone_(14): arac res
18:29:9 | [CMD] [eN]Overlord(18) => /kemer
18:29:13 | [CMD] agareis150(26) => /meslek
18:29:13 | [eN]Overlord(18): mutant lag peþimi býrak
18:29:14 | [CMD] Hic(0) => /tamir
18:29:15 | {FFCC00}agareis150(26) Otobus Soforu olarak spawn oldu.
18:29:15 | [CMD] Freezer3543(15) => /pm 13 koncoy mu
18:29:15 | [CMD] CcCAtakan1907(6) => /meslek
18:29:16 | [CMD] [eN]Overlord(18) => /modifiye
18:29:16 | [CMD] nik0tin(12) => /pm 28 vardýr biþey 
18:29:18 | [CMD] agareis150(26) => /convoy
18:29:18 | {FFCC00}CcCAtakan1907(6) Otobus Soforu olarak spawn oldu.
18:29:18 | [CMD] Hic(0) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ?  
18:29:19 | [CMD] nik0tin(12) => /asay Araç Res Geliyor ...    
18:29:20 | [CMD] Freezer3543(15) => /pm 13 konvoy mu
18:29:20 | [CMD] nik0tin(12) => /asay Araç Res Geliyor ...    
18:29:20 | [CMD] nik0tin(12) => /asay Araç Res Geliyor ...    
18:29:24 | [CMD] CcCAtakan1907(6) => /convoy
18:29:26 | [CMD] nik0tin(12) => /respawncars 
18:29:26 | [CMD] ClipCamper20(7) => /tamir
18:29:27 | [CMD] nik0tin(12) => /cantazele 
18:29:28 | [LOCAL]kiral(17): daha dikkatli sür gslimert
18:29:28 | [CMD] kiral(17) => /l daha dikkatli sür gslimert
18:29:28 | [CMD] CcCAtakan1907(6) => /myskin 299
18:29:29 | Dark_Alone_(14): arac res
18:29:31 | [CMD] BeylerBeyi(13) => /pm 15 yok
18:29:33 | Dark_Alone_(14): pardon
18:29:33 | BoykoXD(8): Atýldý
18:29:35 | [CMD] Freezer3543(15) => /pm 13 Tamam
18:29:36 | [CMD] Dark_Alone_(14) => /araba
18:29:38 | [CMD] Hic(0) => /tamir
18:29:39 | [CMD] BoykoXD(8) => /dtemizle
18:29:44 | [CMD] BeylerBeyi(13) => /pm 15 terss þerittenn gelme
18:29:47 | agareis150(26): konvoya gelen yokmu
18:29:49 | [CMD] agareis150(26) => /kemer
18:29:49 | Dark_Alone_(14): ya
18:29:50 | PoiriniFurkan(10): sa
18:29:50 | [CMD] agareis150(26) => /work
18:29:52 | [CMD] [eN]Overlord(18) => /as
18:29:52 | [LOCAL]CagatayBro(9): reis vapur kiralasana sen
18:29:52 | [CMD] CagatayBro(9) => /l reis vapur kiralasana sen
18:29:53 | Hic(0): Aleyküm Selam Hoþgeldin.
18:29:53 | [CMD] Freezer3543(15) => /pm 13 Merak etme aga 
18:29:53 | [CMD] BeylerBeyi(13) => /as
18:29:54 | ARGE(11) oyuna girdi [IP: 92.45.182.12]
18:29:55 | Dark_Alone_(14): býsýkletýmý cagýrýyorum karavan cýkýyo
18:29:55 | [CMD] TIRCI(19) => /as
18:29:55 | Hic(0):  /sa /as
18:30:3 | [CMD] BeylerBeyi(13) => /pm 15 tm
18:30:4 | [CMD] Hic(0) => /asay Yeni gelen oyuncularýmýz /kurallar yazýp kabul ettikten sonra 30.000$ ve 5 skor kazanabilirler...  
18:30:7 | [CMD] agareis150(26) => /motor
18:30:9 | [CMD] CagatayBro(9) => /work
18:30:10 | {FFCC00}ARGE(11) Otobus Soforu olarak spawn oldu.
18:30:12 | TIRCI(19): kargocu olcak varmý sf
18:30:13 | [CMD] Freezer3543(15) => /pm 13 Þirket?
18:30:15 | [CMD] TIRCI(19) => /kemer
18:30:16 | FirstMoonTR(16): gençler sizin meslek nedir (benim: Yol Ýþçisi
18:30:18 | [CMD] Dark_Alone_(14) => /araba
18:30:22 | kiral(17): herkese 15b ve 1 skor verin
18:30:23 | [LOCAL]CagatayBro(9): reis vapur kiralasana sen
18:30:23 | [CMD] CagatayBro(9) => /l reis vapur kiralasana sen
18:30:24 | ARGE(11): as
18:30:24 | [eN]Overlord(18): Polis
18:30:25 | ARGE(11): sa
18:30:26 | [CMD] BeylerBeyi(13) => /asay Ýstek þarký olmadýðý için rastgele açýlmýþtýr... 
18:30:27 | [CMD] BeylerBeyi(13) => /asay Ýstek þarký için "/isteksarki <id>" yazýp bize iletebilirsiniz...  
18:30:27 | [OTOBUSCU] [tr]gamgam, Los Santos Otogar'den Ankara Otogar'e Yolcu tasidi. Kazanc: 24129$ ve 3 Skor Sure: 666 Saniye
18:30:28 | Hic(0): Aleyküm Selam Hoþgeldin.
18:30:28 | Dark_Alone_(14): as
18:30:29 | [CMD] TIRCI(19) => /as
18:30:29 | [CMD] agareis150(26) => /kemer
18:30:29 | [CMD] BeylerBeyi(13) => /as
18:30:30 | Hic(0):  /sa /as
18:30:31 | TIRCI(19): kargocu
18:30:32 | [eN]Overlord(18): bu þarký
18:30:37 | ARGE(11): admin varmý
18:30:38 | [CMD] Hic(0) => /sac
18:30:39 | [CMD] Freezer3543(15) => /pm 13 Þirket?
18:30:40 | [CMD] Dark_Alone_(14) => /sac
18:30:43 | nik0tin(12):  /admins 
18:30:43 | [CMD] CagatayBro(9) => /work
18:30:44 | [CMD] [tr]gamgam(20) => /work
18:30:44 | [CMD] Hic(0) => /tamir
18:30:44 | [eN]Overlord(18): brezilya ara sokak torbacý þarkýsý gibi
18:30:46 | [CMD] ARGE(11) => /kill
18:30:48 | Freezer3543(15): :D
18:30:49 | [CMD] BeylerBeyi(13) => /pm 15 Passionis
18:30:49 | [CMD] FirstMoonTR(16) => /resque
18:30:50 | [CMD] kiral(17) => /admins
18:30:52 | [CMD] FirstMoonTR(16) => /resque
18:30:53 | [CMD] ARGE(11) => /meslek
18:30:54 | [CMD] Freezer3543(15) => /pm 13 Tamam
18:30:55 | {FFCC00}ARGE(11) Otobus Soforu olarak spawn oldu.
18:30:56 | FirstMoonTR(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:31:1 | [CMD] ClipCamper20(7) => /tamir
18:31:2 | Jodor(28): emkatu giriþindeyim niko
18:31:13 | Hic(0): Hap var cigara var eks var roj var :D
18:31:18 | [CMD] Hic(0) => /tamir
18:31:21 | FirstMoonTR(16) oyuna girdi [IP: 95.10.21.96]
18:31:26 | [CMD] TIRCI(19) => /gobus
18:31:29 | 
18:31:34 | [CMD] TIRCI(19) => /meslek
18:31:38 | FirstMoonTR(16) Yol Iscisi olarak spawn oldu.
18:31:39 | Dark_Alone_(14): cagatay
18:31:44 | Dark_Alone_(14): tekneyi  salarmýsýn reiz 
18:31:45 | [CMD] Hic(0) => /asay Sorularýnýz var ise /sorusor komutu ile sorabilirsiniz...  
18:31:46 | [CMD] Hic(0) => /asay Eðer bir oyuncudan þikayetçi iseniz /sikayet <id> <sebep> þeklinde gönderebilirsiniz.. 
18:31:49 | [eN]Overlord(18): Relelelog
18:31:49 | [CMD] Freezer3543(15) => /tamir
18:31:49 | [LOCAL]kiral(17): nereye gidiyoni
18:31:49 | [CMD] kiral(17) => /l nereye gidiyoni
18:31:50 | [eN]Overlord(18) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:31:54 | CagatayBro(9): 6 k olunca salýcagým
18:31:58 | Dark_Alone_(14): tm
18:32:1 | [CMD] Freezer3543(15) => /tamir
18:32:1 | {FFCC00}TIRCI(19) {FFFFFF}Polis olarak spawn oldu.
18:32:3 | ARGE(11): bu oyunda nos varmý
18:32:12 | Hic(0): @11 viplerde var sadece
18:32:13 | ClipCamper20(7): @11 var vipler
18:32:14 | BoykoXD(8): Var
18:32:14 | nik0tin(12): vip isen var deðilsen modifiyiciden 
18:32:15 | ClipCamper20(7): kullanýyo
18:32:21 | BoykoXD(8): Ama viplere
18:32:25 | [CMD] TIRCI(19) => /rescue
18:32:28 | Hic(0): Modifiyeci nerde niko ?
18:32:30 | [CMD] agareis150(26) => /paragonder 100000
18:32:32 | [LOCAL]kiral(17): yolu uzattýn sedeya
18:32:32 | [CMD] kiral(17) => /l yolu uzattýn sedeya
18:32:33 | ARGE(11): modifyeci nerde
18:32:36 | agareis150(26) CcCAtakan1907(6)'a 100000$ para gönderdi
18:32:36 | [CMD] agareis150(26) => /paragonder 6 100000
18:32:36 | CagatayBro(9): modifiyecideki çalýþmýyor
18:32:37 | [CMD] Dark_Alone_(14) => /rentcar
18:32:39 | CagatayBro(9): denedim
18:32:41 | [CMD] CagatayBro(9) => /work
18:32:42 | [SWAT]DeaD[POH](18) oyuna girdi [IP: 158.181.40.153]
18:32:47 | nik0tin(12): çalýþýyor 
18:32:50 | [CMD] nik0tin(12) => /atamir 
18:32:52 | ARGE(11): výp
18:32:52 | [CMD] FirstMoonTR(16) => /kemer
18:32:53 | [CMD] TIRCI(19) => /kemer
18:32:53 | CagatayBro(9): biz vipiz 
18:32:54 | 
18:32:54 | nik0tin(12):  /modifiye deðil 
18:32:54 | [LOCAL]BeylerBeyi(13): lo yürü git .D
18:32:54 | [CMD] BeylerBeyi(13) => /l lo yürü git .D
18:32:55 | [CMD] FirstMoonTR(16) => /work
18:32:55 | ARGE(11): výp
18:32:56 | {FFCC00}[SWAT]DeaD[POH](18) {FFFFFF}Kamyoncu olarak spawn oldu.
18:32:58 | [CMD] BeylerBeyi(13) => /tamir
18:32:59 | [LOCAL]Freezer3543(15): :d
18:32:59 | [CMD] Freezer3543(15) => /l :d
18:32:59 | CagatayBro(9): biliyorum o modifiye de
18:33:0 | [CMD] GSLIMERT(21) => /tamir
18:33:0 | [SWAT]DeaD[POH](18): atakan
18:33:1 | [CMD] GSLIMERT(21) => /work
18:33:3 | CcCAtakan1907(6): he
18:33:3 | [CMD] Freezer3543(15) => /tamir
18:33:5 | CagatayBro(9): ben denemistim
18:33:6 | nik0tin(12): þehirlerdek araba modifiyecisinde var
18:33:7 | [SWAT]DeaD[POH](18): banin acilmis knk
18:33:10 | [CMD] agareis150(26) => /tamir
18:33:11 | CcCAtakan1907(6): aynen
18:33:13 | [CMD] Hic(0) => /flip
18:33:14 | [CMD] Freezer3543(15) => /tamir
18:33:16 | [CMD] Hic(0) => /tamir
18:33:16 | [ANTIHACK] Þüpheli Jodor(28) => Airbreak-hack
18:33:17 | [CMD] TIRCI(19) => /rescue
18:33:22 | [SWAT]DeaD[POH](18): Hayirli Olsun
18:33:24 | [ANTIHACK] Þüpheli ARGE(11) => Hiz-Hilesi
18:33:25 | [CMD] [SWAT]DeaD[POH](18) => /sirket
18:33:25 | CcCAtakan1907(6): eyv
18:33:30 | [CMD] nik0tin(12) => /spec 11 
18:33:34 | [CMD] Hic(0) => /asay Vip-donator-þirket vb. almak isteyenler forum ----> www.trucksamp.com/forum 
18:33:35 | [CMD] Hic(0) => /asay Sorularýnýz var ise /sorusor komutu ile sorabilirsiniz...  
18:33:38 | [CMD] BoykoXD(8) => /work
18:33:40 | [SWAT]DeaD[POH](18): Bi daha hata yapma
18:33:41 | [CMD] CagatayBro(9) => /pm 12 reis ordaki buga giriyor :D
18:33:42 | [CMD] TIRCI(19) => /rescue
18:33:42 | [CMD] nik0tin(12) => /jail 11 3500 Hile K.
18:33:48 | [CMD] nik0tin(12) => /mute 11 3500 Hile K.
18:33:53 | [CMD] [SWAT]DeaD[POH](18) => /rescue
18:33:53 | Jodor(28): körler saðýrlar birbirleri aðýrlar niko kardeþ :D
18:33:58 | [CMD] [SWAT]DeaD[POH](18) => /karakol
18:34:3 | [CMD] [KGT]Ruhatcan(24) => /rescue
18:34:3 | [CMD] Hic(0) => /asay2 TeamSpeak3 Adresimiz:ts3.trucksamp.com
18:34:3 | [CMD] ClipCamper20(7) => /cevir
18:34:3 | [SWAT]DeaD[POH](18): polis
18:34:7 | [CMD] nik0tin(12) => /specoff 
18:34:7 | nik0tin(12) Pizzaci olarak spawn oldu.
18:34:7 | [CMD] ClipCamper20(7) => /cevir
18:34:8 | ARGE(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:34:9 | [CMD] ClipCamper20(7) => /cevir
18:34:9 | [CMD] nik0tin(12) => /myskin 124 
18:34:10 | [CMD] [KGT]Ruhatcan(24) => /stats
18:34:11 | [SWAT]DeaD[POH](18): polisler
18:34:13 | nik0tin(12): :D 
18:34:13 | [CMD] ClipCamper20(7) => /tamir
18:34:15 | [CMD] TIRCI(19) => /kemer
18:34:16 | [CMD] agareis150(26) => /cefvir
18:34:16 | [CMD] ClipCamper20(7) => /cevir
18:34:17 | kiral(17): efm
18:34:17 | [CMD] agareis150(26) => /cevir
18:34:20 | TIRCI(19): efm 
18:34:25 | [CMD] Freezer3543(15) => /tamir
18:34:25 | [CMD] ClipCamper20(7) => /cevir
18:34:27 | [SWAT]DeaD[POH](18): passionis sirkete gel
18:34:32 | [CMD] Jodor(28) => /vtamir
18:34:41 | [CMD] ClipCamper20(7) => /cevir
18:34:42 | TIRCI(19): yoldaým 
18:34:43 | [CMD] nik0tin(12) => /pm 28 ah 3 level olsam 
18:34:44 | [CMD] Hic(0) => /isteksarki 1431
18:34:47 | [SWAT]DeaD[POH](18): tamam cabuk
18:34:47 | Dark_Alone_(14): s
18:34:54 | [CMD] CagatayBro(9) => /work
18:34:54 | [LOCAL]BeylerBeyi(13): aga vermicem git
18:34:54 | [CMD] BeylerBeyi(13) => /l aga vermicem git
18:34:55 | [CMD] agareis150(26) => /cevir
18:35:1 | [CMD] Freezer3543(15) => /tamir
18:35:2 | [LOCAL]BeylerBeyi(13): normal görev yapsana
18:35:2 | [CMD] BeylerBeyi(13) => /l normal görev yapsana
18:35:2 | [CMD] agareis150(26) => /tamir
18:35:5 | [CMD] Jodor(28) => /pm 12 olursun inþ.
18:35:5 | [CMD] Hic(0) => /tamir
18:35:7 | [LOCAL]Freezer3543(15): Aga ver zorlama :D
18:35:7 | [CMD] Freezer3543(15) => /l Aga ver zorlama :D
18:35:14 | [CMD] [SWAT]DeaD[POH](18) => /pm 6 kanka
18:35:19 | [CMD] CcCAtakan1907(6) => /pm 18 efm
18:35:19 | [LOCAL]BeylerBeyi(13): sen niyye normal görev yapmýyon ?
18:35:19 | [CMD] BeylerBeyi(13) => /l sen niyye normal görev yapmýyon ?
18:35:19 | [LOCAL]Freezer3543(15): Kacak gorevler sevmiyorum
18:35:19 | [CMD] Freezer3543(15) => /l Kacak gorevler sevmiyorum
18:35:20 | [CMD] ClipCamper20(7) => /cevir
18:35:27 | Dark_Alone_(14): arac res
18:35:30 | [CMD] Jodor(28) => /flip
18:35:34 | [CMD] Jodor(28) => /vtamir
18:35:35 | [CMD] CcCAtakan1907(6) => /meslek
18:35:36 | [CMD] [SWAT]DeaD[POH](18) => /pm 6 banin acilmasi serefine bana borc versene birine borcum var vermesem banlancam
18:35:38 | [CMD] CcCAtakan1907(6) => /meslek
18:35:40 | [CMD] nik0tin(12) => /pm 28 bu ay 6 7 admin girdi 
18:35:40 | PoiriniFurkan(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:35:40 | Dark_Alone_(14): alo
18:35:41 | [CMD] agareis150(26) => /melek
18:35:41 | [CMD] Hic(0) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ?  
18:35:42 | [CMD] Hic(0) => /asay Yeni gelen oyuncularýmýz /kurallar yazýp kabul ettikten sonra 30.000$ ve 5 skor kazanabilirler...  
18:35:42 | [CMD] nik0tin(12) => /asay Araç Res Geliyor ...    
18:35:43 | [CMD] nik0tin(12) => /asay Araç Res Geliyor ...    
18:35:44 | [CMD] nik0tin(12) => /asay Araç Res Geliyor ...    
18:35:44 | 
18:35:47 | [CMD] agareis150(26) => /meslek
18:35:48 | [CMD] CcCAtakan1907(6) => /myskin 299
18:35:50 | [CMD] BeylerBeyi(13) => /asay Ýstek þarkýnýz çalýnýyor iyi oyunlar dileriz... 
18:35:51 | [CMD] CcCAtakan1907(6) => /rescue
18:35:53 | [CMD] ClipCamper20(7) => /cev'r
18:35:53 | [CMD] BoykoXD(8) => /dtemizle
18:35:53 | [LOCAL]Jodor(28): yarýsý gider
18:35:53 | [CMD] Jodor(28) => /l yarýsý gider
18:35:54 | [CMD] ClipCamper20(7) => /sac
18:35:55 | 
18:35:56 | [CMD] nik0tin(12) => /respawncars 
18:35:56 | [CMD] ClipCamper20(7) => /cev'r
18:35:57 | [CMD] nik0tin(12) => /cantazele 
18:35:58 | [CMD] Hic(0) => /ranklar
18:35:58 | [CMD] ClipCamper20(7) => /cevir
18:36:0 | [CMD] agareis150(26) => /rescue
18:36:6 | [CMD] CcCAtakan1907(6) => /pm 18 bende de yok gitmiþ
18:36:6 | [CMD] Hic(0) => /ranklar
18:36:12 | [CMD] Jodor(28) => /sigara2
18:36:13 | [LOCAL]BeylerBeyi(13): görevi iptal  ederim sende alamazsýn
18:36:13 | [CMD] BeylerBeyi(13) => /l görevi iptal  ederim sende alamazsýn
18:36:15 | [CMD] Freezer3543(15) => /tamir
18:36:15 | [CMD] [SWAT]DeaD[POH](18) => /pm 6 hic mi yok
18:36:21 | Dark_Alone_(14) Gemici olarak spawn oldu.
18:36:24 | [SWAT]DeaD[POH](18): polis
18:36:24 | [CMD] agareis150(26) => /kemer
18:36:25 | [CMD] CagatayBro(9) => /vbenzin
18:36:25 | [CMD] CcCAtakan1907(6) => /pm 18 100k var o da kendime :/
18:36:27 | [CMD] Dark_Alone_(14) => /rescue
18:36:29 | [SWAT]DeaD[POH](18): cabuk gelsene len
18:36:30 | [CMD] CcCAtakan1907(6) => /work
18:36:33 | [CMD] agareis150(26) => /work
18:36:34 | [CMD] Jodor(28) => /saat 18
18:36:36 | EvoturK(10) oyuna girdi [IP: 94.54.16.230]
18:36:37 | [CMD] [tr]gamgam(20) => /tamir
18:36:40 | [CMD] BoykoXD(8) => /goreviptal
18:36:42 | [CMD] BoykoXD(8) => /meslek
18:36:42 | [CMD] Jodor(28) => /saat 0
18:36:43 | [CMD] Dark_Alone_(14) => /araba
18:36:44 | 
18:36:44 | [CMD] GSLIMERT(21) => /work
18:36:45 | [CMD] BoykoXD(8) => /meslek
18:36:46 | {FFCC00}EvoturK(10) {FFFFFF}Kamyoncu olarak spawn oldu.
18:36:47 | [CMD] BoykoXD(8) => /meslek
18:36:47 | [CMD] EvoturK(10) => /sa
18:36:49 | [CMD] EvoturK(10) => /spanelsifregir
18:36:49 | kiral(17): admin herkese 15bin ve 1 skor veriyodunya yapsana
18:36:49 | [CMD] GSLIMERT(21) => /as
18:36:49 | Dark_Alone_(14): tyaw
18:36:50 | Hic(0): Aleyküm Selam Hoþgeldin.
18:36:50 | EvoturK SPanel'e giriþ yaptý.
18:36:50 | [CMD] Freezer3543(15) => /tamir
18:36:51 | [CMD] BeylerBeyi(13) => /as
18:36:51 | [CMD] nik0tin(12) => /as 
18:36:51 | [CMD] EvoturK(10) => /araba
18:36:52 | [CMD] ClipCamper20(7) => /as 
18:36:52 | [CMD] CagatayBro(9) => /as
18:36:55 | 
18:36:57 | [CMD] Jodor(28) => /as
18:36:57 | Dark_Alone_(14): yaw
18:36:58 | [CMD] EvoturK(10) => /modifiye
18:36:59 | [CMD] BoykoXD(8) => /as
18:36:59 | [CMD] agareis150(26) => /convoyiptal
18:36:59 | [CMD] CagatayBro(9) => /vtamir
18:37:0 | [CMD] FirstMoonTR(16) => /tamir
18:37:0 | [CMD] CagatayBro(9) => /work
18:37:0 | EvoturK(10): Hoþ bulduk
18:37:1 | Dark_Alone_(14): admin
18:37:3 | [LOCAL]BeylerBeyi(13): görevi iptal  ederim sende alamazsýn
18:37:3 | [CMD] BeylerBeyi(13) => /l görevi iptal  ederim sende alamazsýn
18:37:3 | EvoturK(10): kahramanlar
18:37:5 | [CMD] EvoturK(10) => /kemer
18:37:5 | [CMD] BoykoXD(8) => /kemer 
18:37:5 | nik0tin(12): evet
18:37:6 | CcCAtakan1907(6): evoo
18:37:6 | [LOCAL]Freezer3543(15): et
18:37:6 | [CMD] Freezer3543(15) => /l et
18:37:7 | agareis150(26): evo
18:37:8 | [CMD] [SWAT]DeaD[POH](18) => /pm 10 nasilsin abi
18:37:9 | BoykoXD(8): Evet
18:37:9 | Dark_Alone_(14): bisikletim 
18:37:10 | [LOCAL]Freezer3543(15): 1000 kaybedersin
18:37:10 | [CMD] Freezer3543(15) => /l 1000 kaybedersin
18:37:11 | Hic(0): Oo Evo beyciðim gelmiþ.
18:37:11 | [LOCAL]kiral(17): gorev bana gelmedi
18:37:11 | [CMD] kiral(17) => /l gorev bana gelmedi
18:37:12 | Dark_Alone_(14): karavan 
18:37:13 | [CMD] EvoturK(10) => /pm 18 iyiyim sen nasýlsýn
18:37:13 | Dark_Alone_(14): olarak 
18:37:13 | [CMD] BoykoXD(8) => /work
18:37:14 | Dark_Alone_(14): geliyo
18:37:18 | EvoturK(10): evet
18:37:18 | [CMD] nik0tin(12) => /goto 14 
18:37:19 | [CMD] BoykoXD(8) => /modifiye
18:37:19 | agareis150(26): atakanla bizi ahýra yatýr
18:37:22 | [CMD] nik0tin(12) => /goto 14 
18:37:23 | [CMD] [SWAT]DeaD[POH](18) => /pm 10 abi sagligina duaciyim
18:37:24 | EvoturK(10): hay sizin ahýrýnýza da :D
18:37:25 | [CMD] Freezer3543(15) => /tamir
18:37:26 | CcCAtakan1907(6): :D
18:37:30 | [CMD] [SWAT]DeaD[POH](18) => /pm 10 abi
18:37:33 | [CMD] EvoturK(10) => /rehberler
18:37:36 | nik0tin(12): server res atýnca düzelir 
18:37:37 | [CMD] EvoturK(10) => /a atakanýn rehberlik aýndý mý la
18:37:39 | [CMD] Freezer3543(15) => /tamir
18:37:39 | agareis150(26): evo az sonra elegy daðdan atcam
18:37:39 | [CMD] Hic(0) => /tamir
18:37:39 | [CMD] GSLIMERT(21) => /goreviptal
18:37:40 | TIRCI(19): dun ben cuma dýye atýlmadým sýmdý ýsterým 
18:37:40 | [CMD] [SWAT]DeaD[POH](18) => /pm 10 beni ahir yetkilisi yapsan
18:37:41 | [CMD] GSLIMERT(21) => /work
18:37:41 | Dark_Alone_(14): m
18:37:42 | [CMD] EvoturK(10) => /pm 18 evet
18:37:42 | Dark_Alone_(14): tm
18:37:43 | agareis150(26): evo az sonra elegy daðdan atcam
18:37:44 | [CMD] BoykoXD(8) => /a evet
18:37:44 | EvoturK(10): at
18:37:46 | [LOCAL]kiral(17): geldi
18:37:46 | [CMD] kiral(17) => /l geldi
18:37:49 | agareis150(26): gelcenmi
18:37:50 | [CMD] Hic(0) => /tamir
18:37:54 | agareis150(26): çiðerim
18:37:54 | Dark_Alone_(14): nikotun
18:37:55 | [CMD] [SWAT]DeaD[POH](18) => /pm 10 bazi kendilerini bilmezler var
18:37:55 | EvoturK(10): burada ahýr oyuncunun isteðine göre atýlmýyor
18:37:56 | Dark_Alone_(14): nikotýn
18:37:57 | [CMD] BeylerBeyi(13) => /tamir
18:37:58 | EvoturK(10): benim isteðime göre atýlýyor :D
18:37:59 | nik0tin(12): evet
18:38:2 | Dark_Alone_(14): beni
18:38:2 | [CMD] Freezer3543(15) => /tamir
18:38:2 | [CMD] EvoturK(10) => /pm 18 asfsa
18:38:6 | Dark_Alone_(14): sf deký 
18:38:8 | Dark_Alone_(14): arac
