0:0:1 | smosercan(11): yok ya 
19:20:11 | [CMD] oktayacar(6) => /araba
19:20:13 | [CMD] TEXAST5(7) => /a burada hata var A:Wda 
19:20:16 | [CMD] huseyin(19) => /goto 7 
19:20:16 | [SirketCHT] BULDOZER(06)(20): !sezzerrr
19:20:19 | [SirketCHT] DangerTr07(17): ! ne borcu qnq :D 
19:20:20 | [LOCAL]KorkusuzKorkak(13): paraya gerek yok
19:20:20 | [CMD] KorkusuzKorkak(13) => /l paraya gerek yok
19:20:20 | [CMD] TEXAST5(7) => /a A:Wda 
19:20:21 | [SirketCHT] BoykoXD(21): ! önceden bn vermedimki maaslarý
19:20:22 | [SirketCHT] BULDOZER(06)(20): !hangi sirkette
19:20:26 | [CMD] oktayacar(6) => /fps
19:20:27 | [CMD] TIRCI(14) => /rescue
19:20:28 | CcCAtakan1907(16): kaegocu var mý
19:20:29 | [SirketCHT] BULDOZER(06)(20): !saka la saka
19:20:29 | CcCAtakan1907(16): orak
19:20:29 | [CMD] huseyin(19) => /a :D
19:20:31 | [CMD] TEXAST5(7) => /a reis buradan geliþ yoh 
19:20:32 | CcCAtakan1907(16): ortak
19:20:32 | [CMD] Alem00(15) => /tamir
19:20:32 | [SirketCHT] DangerTr07(17): ! :D 
19:20:33 | [CMD] KorkusuzKorkak(13) => /uzan
19:20:35 | [CMD] gorkemu24(11) => /work
19:20:36 | [CMD] TEXAST5(7) => /a burada ok var :D 
19:20:38 | [SirketCHT] BULDOZER(06)(20): !danger
19:20:39 | [CMD] oktayacar(6) => /fps
19:20:40 | TIRCI(14): ls de ev satýlýr mevkýsý guzel 
19:20:41 | [SirketCHT] DangerTr07(17): ! he 
19:20:43 | [CMD] DangerTr07(17) => /work
19:20:46 | [SirketCHT] CcCAtakan1907(16): ! nbr
19:20:47 | [SirketCHT] BULDOZER(06)(20): !Sezer hangi sirkette
19:20:50 | [CMD] huseyin(19) => /a okadar muhim deðil .d
19:20:54 | [SirketCHT] DangerTr07(17): ! iyi sen 
19:20:58 | [CMD] DangerTr07(17) => /god
19:20:59 | [SirketCHT] CcCAtakan1907(16): ! bende iyim
19:21:0 | [CMD] BoykoXD(21) => /a sezer aþkým nerelerdesin ya çok özledim seni .d
19:21:1 | [CMD] huseyin(19) => /giveweapon 19 minigun 5000 
19:21:1 | [SirketCHT] CcCAtakan1907(16): ! açýktým
19:21:2 | [CMD] TEXAST5(7) => /a A:WDa 
19:21:5 | [CMD] huseyin(19) => /silahizni 19 
19:21:5 | [SirketCHT] CcCAtakan1907(16): ! acýktým
19:21:6 | [CMD] huseyin(19) => /giveweapon 19 minigun 5000 
19:21:8 | [SirketCHT] DangerTr07(17): ! xd
19:21:9 | [CMD] TEXAST5(7) => /A gelcenmi reis 
19:21:14 | [SirketCHT] BULDOZER(06)(20): !sezer hang sirkette
19:21:15 | [CMD] TEXAST5(7) => /atamir 
19:21:18 | [CMD] TIRCI(14) => /kemer
19:21:21 | [SirketCHT] CcCAtakan1907(16): ! kek fln yok mu bea
19:21:23 | [CMD] huseyin(19) => /car dune 0 3 
19:21:25 | [CMD] huseyin(19) => /cleanupcars
19:21:27 | [CMD] huseyin(19) => /car dune 3 0 
19:21:28 | [SirketCHT] BULDOZER(06)(20): !off
19:21:31 | [CMD] huseyin(19) => /kemer
19:21:32 | [SirketCHT] BULDOZER(06)(20): !ne koydu
19:21:32 | [CMD] gorkemu24(11) => /work
19:21:33 | [SirketCHT] CcCAtakan1907(16): ! sezzer mi
19:21:37 | [SirketCHT] BoykoXD(21): ! sezer aþkým nerelerdesin ya çok özledim seni .d
19:21:44 | [CMD] TEXAST5(7) => /atamir 
19:21:45 | [SirketCHT] BULDOZER(06)(20): !sezer nerde user sezer
19:21:47 | [SirketCHT] CcCAtakan1907(16): ! danger deðil diðer sezzer
19:21:50 | umu56(22) oyuna girdi [IP: 212.253.111.55]
19:21:51 | [CMD] nik0tin(26) => /a birinin hoparloru açýk 
19:21:55 | [SirketCHT] BULDOZER(06)(20): !sezer nerde user sezer hangi sirkette
19:21:56 | [CMD] KorkusuzKorkak(13) => /animkapat
19:21:59 | [CMD] huseyin(19) => /a dangerdir
19:22:0 | [CMD] TEXAST5(7) => /kemer 
19:22:3 | [SirketCHT] DangerTr07(17): ! bozokta :D 
19:22:6 | [SirketCHT] BULDOZER(06)(20): !tm
19:22:7 | [CMD] arwen(9) => /tamir
19:22:9 | [CMD] TEXAST5(7) => /atamir 
19:22:10 | [CMD] arwen(9) => /motor
19:22:10 | [CMD] DangerTr07(17) => /A ne acýgý lan :D 
19:22:12 | Gezegen(18): niko 
19:22:12 | [SirketCHT] BULDOZER(06)(20): !bana borcu varda
19:22:17 | [CMD] huseyin(19) => /a :D
19:22:17 | Gezegen(18): burda neden kapý yok :d
19:22:18 | [CMD] TEXAST5(7) => /A danger evini bombalarým 
19:22:19 | [CMD] Alem00(15) => /tamir
19:22:21 | [CMD] umu56(22) => /register koray31 koray31
19:22:24 | [SirketCHT] BULDOZER(06)(20): !:D
19:22:25 | [CMD] umu56(22) => /yardim
19:22:26 | [CMD] DangerTr07(17) => /a CAPS'A basinca iþliyor .d 
19:22:26 | nik0tin(26): kapatmýþlar 
19:22:27 | [CMD] gorkemu24(11) => /work
19:22:27 | [SirketCHT] CcCAtakan1907(16): ! danger
19:22:28 | [CMD] oktayacar(6) => /araba
19:22:29 | BULDOZER(06)(20): :D
19:22:29 | [CMD] umu56(22) => /yardim
19:22:31 | [CMD] gorkemu24(11) => /work
19:22:35 | [SirketCHT] DangerTr07(17): ! what is 
19:22:36 | [SirketCHT] CcCAtakan1907(16): ! Atakan1907 ne hani ccc
19:22:40 | [SirketCHT] DangerTr07(17): ! söyle fenevli
19:22:41 | [CMD] gorkemu24(11) => /tamir
19:22:42 | [CMD] BoykoXD(21) => /a dikkat et seninkini bombalamasýn lo mert .d
19:22:42 | [SirketCHT] DangerTr07(17): ! sen düzelt :D 
19:22:46 | [CMD] KorkusuzKorkak(13) => /kemer
19:22:47 | [SirketCHT] CcCAtakan1907(16): ! düzelttim ztn
19:22:47 | Gezegen(18): bende kapý gozumuyor :D
19:22:49 | [CMD] oktayacar(6) => /araba
19:22:49 | umu56(22) oyundan cIktI (Hata/Crash) (IP: 212.253.111.55)
19:22:50 | [CMD] BoykoXD(21) => /a sezerden her sey beklerim .d
19:22:51 | [CMD] TEXAST5(7) => /A bombalýyorlar 
19:22:53 | [CMD] TEXAST5(7) => /A 
19:22:55 | [CMD] DangerTr07(17) => /Slap 21 
19:22:56 | [CMD] DangerTr07(17) => /Slap 21 
19:22:56 | [CMD] DangerTr07(17) => /Slap 21 
19:22:57 | [CMD] TEXAST5(7) => /A zaten :d 
19:22:57 | salih338(22) oyuna girdi [IP: 78.164.123.62]
19:22:59 | DangerTr07(17): al sana boyko 
19:23:0 | [CMD] BoykoXD(21) => /a ya sezer
19:23:2 | 
19:23:4 | [CMD] DangerTr07(17) => /A çQ:WEÇQEqe 
19:23:4 | [CMD] huseyin(19) => /bangor salih337
19:23:7 | [SirketCHT] CcCAtakan1907(16): ! fenev derken
19:23:9 | BoykoXD(21): Olum ya görev vardý .d
19:23:11 | [CMD] DangerTr07(17) => /A benden herþey beklenir diyen sensin xD 
19:23:12 | 
19:23:15 | [CMD] TEXAST5(7) => /atamir 
19:23:15 | [CMD] DangerTr07(17) => /A Ç:EWQÇe 
19:23:16 | salih338(22) Yol Iscisi olarak spawn oldu.
19:23:17 | [CMD] oktayacar(6) => /pm 0 berk soz verdiðin gibi
19:23:17 | [LOCAL]CcCAtakan1907(16): gel gorev
19:23:17 | [CMD] CcCAtakan1907(16) => /l gel gorev
19:23:19 | [CMD] TEXAST5(7) => /goto 17 
19:23:21 | [LOCAL]CcCAtakan1907(16): gel gorev
19:23:21 | [CMD] CcCAtakan1907(16) => /l gel gorev
19:23:22 | [CMD] TEXAST5(7) => /atamir 
19:23:23 | marshallmlp2(24) oyuna girdi [IP: 78.162.69.136]
19:23:23 | {FFCC00}oktayacar(6) {FFFFFF}Kamyoncu olarak spawn oldu.
19:23:24 | TEXAST5(7): len 
19:23:25 | [CMD] CcCAtakan1907(16) => /meslek
19:23:25 | [CMD] ScrappeR(10) => /rescue
19:23:25 | [CMD] salih338(22) => /sac
19:23:27 | 
19:23:30 | [CMD] oktayacar(6) => /rescue
19:23:30 | [CMD] DangerTr07(17) => /A kapatim sesi 
19:23:35 | [CMD] DangerTr07(17) => /a mici * 
19:23:36 | CcCAtakan1907(16): kargocu ortak var mý
19:23:37 | [CMD] oktayacar(6) => /araba
19:23:38 | TEXAST5(7): dangere ölüüm 
19:23:40 | [CMD] salih338(22) => /work
19:23:41 | BoykoXD(21): Siz yapýn bn týrea gidiyorum
19:23:41 | DangerTr07(17): kýyma bana 
19:23:42 | [CMD] CcCAtakan1907(16) => /myskin 29
19:23:43 | [SirketCHT] BULDOZER(06)(20): !la yapma
19:23:44 | 
19:23:47 | TIRCI(14): can res
19:23:47 | [CMD] ScrappeR(10) => /work
19:23:47 | [CMD] BULDOZER(06)(20) => /geldim
19:23:47 | [CMD] oktayacar(6) => /araba
19:23:48 | [CMD] BoykoXD(21) => /meslek
19:23:48 | [SirketCHT] DangerTr07(17): ! :D 
19:23:48 | [LOCAL]CcCAtakan1907(16): sa
19:23:48 | [CMD] CcCAtakan1907(16) => /l sa
19:23:49 | [CMD] nik0tin(26) => /pm 18 sen nasýl giriyosun içeri 
19:23:50 | [CMD] huseyin(19) => /cantazele
19:23:50 | {FFCC00}BoykoXD(21) {FFFFFF}Kamyoncu olarak spawn oldu.
19:23:50 | [ANTIHACK] Þüpheli KorkusuzKorkak(13) => Airbreak-hack
19:23:52 | [LOCAL]ScrappeR(10): as
19:23:52 | [CMD] ScrappeR(10) => /l as
19:23:52 | [SirketCHT] DangerTr07(17): ! ankaragücü <3 
19:23:55 | {FFCC00}TIRCI(14) {FFFFFF}Pilot olarak spawn oldu.
19:23:55 | TIRCI(14): geberdým 
19:23:55 | [CMD] TR_Berk_TR(0) => /TAMÝR
19:23:56 | [CMD] BoykoXD(21) => /dtemizle
19:23:56 | {FFCC00}marshallmlp2(24) {FFFFFF}Kamyoncu olarak spawn oldu.
19:23:56 | [CMD] oktayacar(6) => /araba
19:23:57 | [LOCAL]CcCAtakan1907(16): oyun kasmýyo 
19:23:57 | [CMD] CcCAtakan1907(16) => /l oyun kasmýyo 
19:23:58 | [SirketCHT] BULDOZER(06)(20): !trabzoon
19:23:59 | [LOCAL]CcCAtakan1907(16): :D
19:23:59 | [CMD] CcCAtakan1907(16) => /l :D
19:24:0 | [CMD] marshallmlp2(24) => /sa
19:24:2 | [CMD] Gezegen(18) => /pm 26 ne bilim kapý bile gozukmuyor  bende :D
19:24:2 | [SirketCHT] DangerTr07(17): ! pü ona 
19:24:3 | [LOCAL]ScrappeR(10): :D
19:24:3 | [CMD] ScrappeR(10) => /l :D
19:24:3 | [CMD] TEXAST5(7) => /as 
19:24:3 | [CMD] gorkemu24(11) => /as
19:24:4 | [CMD] TR_Berk_TR(0) => /tamir
19:24:4 | [CMD] huseyin(19) => /as
19:24:5 | [CMD] ScrappeR(10) => /as
19:24:7 | [CMD] oktayacar(6) => /araba
19:24:7 | [SirketCHT] BULDOZER(06)(20): !ss aloo
19:24:8 | [CMD] TR_Berk_TR(0) => /tamir
19:24:9 | DangerTr07(17): geldi polis 
19:24:10 | [CMD] huseyin(19) => /cleanupcars
19:24:10 | [CMD] TIRCI(14) => /as
19:24:12 | [CMD] Gezegen(18) => /pm 26 ne bilim kapý bile gozukmuyor  bende :D
19:24:13 | [SirketCHT] DangerTr07(17): ! :D 
19:24:13 | TIRCI(14): hg
19:24:13 | [CMD] nik0tin(26) => /atamir 
19:24:13 | [CMD] marshallmlp2(24) => /convoy
19:24:14 | [CMD] oktayacar(6) => /araba
19:24:14 | [SirketCHT] BULDOZER(06)(20): !trabzona laf yok
19:24:17 | [SirketCHT] CcCAtakan1907(16): ! sezer fenev ne he
19:24:21 | [CMD] TIRCI(14) => /rescue
19:24:22 | [SirketCHT] DangerTr07(17): ! Galatasaray:2 ts:1 
19:24:22 | [CMD] nik0tin(26) => /pm 18 lagdasýn 
19:24:24 | [CMD] TEXAST5(7) => /cevir 
19:24:25 | [LOCAL]TR_Berk_TR(0): hadii
19:24:25 | [CMD] TR_Berk_TR(0) => /l hadii
19:24:26 | [SirketCHT] CcCAtakan1907(16): ! :D
19:24:27 | gorkemu24(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
19:24:28 | [CMD] oktayacar(6) => /araba
19:24:28 | [SirketCHT] DangerTr07(17): ! fenevbahçe iþte 
19:24:28 | [CMD] TEXAST5(7) => /atamir 
19:24:30 | SelamBenPro(11) oyuna girdi [IP: 212.253.111.55]
19:24:32 | [SirketCHT] BULDOZER(06)(20): !orda pohtu ondan
19:24:33 | [CMD] TIRCI(14) => /araba
19:24:34 | arwen(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
19:24:34 | [SirketCHT] CcCAtakan1907(16): ! österdsajdsa a yenilen takým
19:24:36 | [CMD] TEXAST5(7) => /bangor umu56
19:24:38 | [CMD] huseyin(19) => /bangor umu56
19:24:40 | [SirketCHT] DangerTr07(17): ! vardar ? 
19:24:41 | [SirketCHT] CcCAtakan1907(16): ! gs
19:24:41 | [CMD] TEXAST5(7) => /cleanupcars 
19:24:43 | [CMD] oktayacar(6) => /araba
19:24:46 | [SirketCHT] BULDOZER(06)(20): !dalga gecme kavga cýkar
19:24:49 | [SirketCHT] CcCAtakan1907(16): ! adýný yazamadýðým takým
19:24:50 | [LOCAL]BoykoXD(21): niko knk nasýlsýn
19:24:50 | [CMD] BoykoXD(21) => /l niko knk nasýlsýn
19:24:52 | [SirketCHT] DangerTr07(17): ! vardara ellendiniz len 
19:24:54 | [LOCAL]BoykoXD(21): iþin avrmý
19:24:54 | [CMD] BoykoXD(21) => /l iþin avrmý
19:24:56 | [LOCAL]nik0tin(26): iyiym sen 
19:24:56 | [CMD] nik0tin(26) => /l iyiym sen 
19:24:56 | [CMD] TEXAST5(7) => /a etk ? 
19:24:57 | [LOCAL]BoykoXD(21): iþin varmý
19:24:57 | [CMD] BoykoXD(21) => /l iþin varmý
19:24:58 | [SirketCHT] CcCAtakan1907(16): ! olesine diyom buldozer
19:24:59 | [LOCAL]nik0tin(26): yok 
19:24:59 | [CMD] nik0tin(26) => /l yok 
19:25:4 | [CMD] DangerTr07(17) => /A karþýyým yasin yok :D 
19:25:5 | [CMD] huseyin(19) => /a yapasým yoh
19:25:5 | [SirketCHT] BULDOZER(06)(20): !deme kardes
19:25:6 | [LOCAL]BoykoXD(21): kargo yapakmý
19:25:6 | [CMD] BoykoXD(21) => /l kargo yapakmý
19:25:8 | [CMD] TEXAST5(7) => /a ben yapam 
19:25:9 | [CMD] huseyin(19) => /goto 11 
19:25:11 | [CMD] oktayacar(6) => /araba
19:25:14 | [SirketCHT] DangerTr07(17): ! :ÇWEÇQ 
19:25:17 | [SirketCHT] DangerTr07(17): ! öylesine diyoruz :D 
19:25:18 | [SirketCHT] CcCAtakan1907(16): ! derim
19:25:19 | [CMD] TEXAST5(7) => /a ? 
19:25:20 | [SirketCHT] CcCAtakan1907(16): ! :D
19:25:20 | [CMD] TIRCI(14) => /kemer
19:25:21 | SelamBenPro(11) oyundan cIktI (Hata/Crash) (IP: 212.253.111.55)
19:25:24 | [CMD] TIRCI(14) => /modifiye
19:25:25 | [SirketCHT] BULDOZER(06)(20): !bak takým yüz
19:25:27 | [SirketCHT] DangerTr07(17): ! atakan 
19:25:32 | [CMD] TEXAST5(7) => /goetk 4 
19:25:32 | [CMD] BoykoXD(21) => /a bnce 25-18 kiþi olsun öyle yapýn
19:25:33 | [SirketCHT] CcCAtakan1907(16): ! efendim sezer bey
19:25:34 | [SirketCHT] DangerTr07(17): ! 4 sezon oluyor 4 yýldýzýnýz yok :D 
19:25:35 | [SirketCHT] BULDOZER(06)(20): !bak takým yüzünden zaten okulda kavga ettim
19:25:37 | [LOCAL]nik0tin(26): sen sürceksen yaparýz 
19:25:37 | [CMD] nik0tin(26) => /l sen sürceksen yaparýz 
19:25:38 | [CMD] oktayacar(6) => /pm 0 berk soz verdiðin gibi
19:25:39 | [CMD] BoykoXD(21) => /a bnce 25-28 kiþi olsun öyle yapýn
19:25:40 | [SirketCHT] BULDOZER(06)(20): !burdada etmiyim
19:25:42 | [LOCAL]BoykoXD(21): olur .d
19:25:42 | [CMD] BoykoXD(21) => /l olur .d
19:25:45 | TEXAST5(7): ttnet sagolsun müzik bile dinleyemez olduk 
19:25:46 | [SirketCHT] CcCAtakan1907(16): ! burda bakma bize
19:25:48 | [SirketCHT] DangerTr07(17): ! takim hatarafi :D 
19:25:56 | TR_Berk_TR(0) oktayacar(6)'a 100000$ para gönderdi
19:25:56 | [CMD] TR_Berk_TR(0) => /paragonder 6 100000
19:25:58 | [SirketCHT] BULDOZER(06)(20): !bakaraým
19:25:59 | [SirketCHT] CcCAtakan1907(16): ! seneye
19:26:3 | [CMD] oktayacar(6) => /pm 0 ev aldýktan sonra 5m atacaktýn ya
19:26:4 | [CMD] BoykoXD(21) => /dtemizle
19:26:5 | [SirketCHT] DangerTr07(17): ! bu sene adam gibi hamside yiyemedik rusyaya kaçti vizdansizlar 
19:26:5 | [CMD] nik0tin(26) => /a dangerin aracýný hurdaya satcam :D 
19:26:7 | [CMD] TR_Berk_TR(0) => /paragonder 13 100000
19:26:8 | [CMD] oktayacar(6) => /pcc
19:26:8 | [CMD] marshallmlp2(24) => /icerigir
19:26:10 | [LOCAL]BoykoXD(21): .d
19:26:10 | [CMD] BoykoXD(21) => /l .d
19:26:10 | [CMD] TR_Berk_TR(0) => /paragonder 13 100000
19:26:10 | [CMD] marshallmlp2(24) => /isyerimenu
19:26:12 | [SirketCHT] BULDOZER(06)(20): !aynn ya
19:26:12 | [CMD] TEXAST5(7) => /a A:Wda 
19:26:13 | [CMD] DangerTr07(17) => /A saT xD 
19:26:14 | [CMD] marshallmlp2(24) => /isyerimenu
19:26:15 | [CMD] TEXAST5(7) => /A /goetk 4 
19:26:15 | [SirketCHT] CcCAtakan1907(16): ! ha uþaðým ha
19:26:17 | [CMD] TEXAST5(7) => /fly 
19:26:19 | [CMD] huseyin(19) => /goetk
19:26:19 | [CMD] BoykoXD(21) => /goetk 4
19:26:20 | Alem00(15) oyundan cIktI (Hata/Crash) (IP: 94.123.187.212)
19:26:20 | [LOCAL]TR_Berk_TR(0): 5dk sonrada korkusuz korkaða gondercem para
19:26:20 | [CMD] TR_Berk_TR(0) => /l 5dk sonrada korkusuz korkaða gondercem para
19:26:21 | [CMD] nik0tin(26) => /a yedek parçacýya :D 
19:26:24 | [SirketCHT] DangerTr07(17): ! atakan 
19:26:24 | [CMD] salih338(22) => /kemer
19:26:29 | [CMD] TEXAST5(7) => /car rhino 3 3 
19:26:30 | [CMD] salih338(22) => /modifiye
19:26:31 | [CMD] huseyin(19) => /dtemizle 
19:26:31 | [CMD] huseyin(19) => /asay2 s  
19:26:31 | [LOCAL]nik0tin(26): etk yapak gel 
19:26:31 | [CMD] nik0tin(26) => /l etk yapak gel 
19:26:32 | [SirketCHT] CcCAtakan1907(16): ! efendim sezer bey
19:26:32 | [CMD] TEXAST5(7) => /car rhino 3 3 
19:26:32 | [CMD] huseyin(19) => /cantazele
19:26:32 | [LOCAL]ScrappeR(10): sen výp mýsýn
19:26:32 | [CMD] ScrappeR(10) => /l sen výp mýsýn
19:26:34 | [CMD] TEXAST5(7) => /car rhino 3 3 
19:26:34 | [CMD] ScrappeR(10) => /work
19:26:35 | [LOCAL]CcCAtakan1907(16): yok
19:26:35 | [CMD] CcCAtakan1907(16) => /l yok
19:26:36 | [SirketCHT] DangerTr07(17): ! trabzonspor olmasa kim sizi þampiyonluktan edecek q:ÇWEQÇE 
19:26:36 | [CMD] nik0tin(26) => /goetk 4 
19:26:36 | [CMD] marshallmlp2(24) => /icerigir
19:26:36 | [CMD] huseyin(19) => /rescu
19:26:37 | [CMD] huseyin(19) => /rescue
19:26:38 | [CMD] marshallmlp2(24) => /isyerimenu
19:26:38 | [LOCAL]KorkusuzKorkak(13): niye göndericen ki
19:26:38 | [CMD] KorkusuzKorkak(13) => /l niye göndericen ki
19:26:38 | [CMD] TEXAST5(7) => /fly 
19:26:38 | [CMD] nik0tin(26) => /goetk 4 
19:26:40 | [CMD] marshallmlp2(24) => /isyerimenu
19:26:40 | [CMD] BoykoXD(21) => /meslek
19:26:43 | BoykoXD(21) Itfaiyeci olarak spawn oldu.
19:26:44 | [SirketCHT] CcCAtakan1907(16): ! he he he he 
19:26:44 | [SirketCHT] BULDOZER(06)(20): !ben afk
19:26:45 | [LOCAL]ScrappeR(10): he skin deðiþtirdin
19:26:45 | [CMD] ScrappeR(10) => /l he skin deðiþtirdin
19:26:45 | [SirketCHT] DangerTr07(17): ! jasdjad 
19:26:47 | [CMD] BoykoXD(21) => /goto 16
19:26:48 | [CMD] BULDOZER(06)(20) => /afk
19:26:48 | [CMD] nik0tin(26) => /fly 
19:26:50 | [CMD] BoykoXD(21) => /goto 26
19:26:50 | [LOCAL]CcCAtakan1907(16): donatorum
19:26:50 | [CMD] CcCAtakan1907(16) => /l donatorum
19:26:51 | [LOCAL]TR_Berk_TR(0): bený buraya getirdiðiniz için
19:26:51 | [CMD] TR_Berk_TR(0) => /l bený buraya getirdiðiniz için
19:26:54 | [CMD] TR_Berk_TR(0) => /galeri
19:26:56 | [CMD] nik0tin(26) => /myskin 124 
19:26:58 | [CMD] huseyin(19) => /a biri týrýn üstüne 
19:26:58 | [CMD] salih338(22) => /work
19:26:59 | [SirketCHT] DangerTr07(17): !' atakan 
19:26:59 | [LOCAL]oktayacar(6): ö.d.
19:26:59 | [CMD] oktayacar(6) => /l ö.d.
19:27:0 | [CMD] Sttder(28) => /meslek
19:27:2 | [CMD] huseyin(19) => /a convoy týrý len mq yazmýþ
19:27:4 | [SirketCHT] CcCAtakan1907(16): ! efendim sezer bey
19:27:5 | [CMD] BoykoXD(21) => /a olum 18 kiþi az deðilmi
19:27:6 | [SirketCHT] DangerTr07(17): ! boluspor 2-0 yeniliyordu 3-2 kazandi :D 
19:27:6 | [CMD] TEXAST5(7) => /a 1 rhino benim haberiniz olsun 
19:27:8 | [CMD] huseyin(19) => /a yazý öyle kalmýþ
19:27:8 | [LOCAL]KorkusuzKorkak(13): para falan atma
19:27:8 | [CMD] KorkusuzKorkak(13) => /l para falan atma
19:27:10 | [CMD] marshallmlp2(24) => /icerigir
19:27:11 | [CMD] marshallmlp2(24) => /isyerimenu
19:27:14 | [CMD] marshallmlp2(24) => /isyerimenu
19:27:14 | [SirketCHT] CcCAtakan1907(16): ! kimle oynarken
19:27:15 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:16 | TR_Berk_TR(0): bir bisiklet 10 m mi
19:27:18 | [CMD] huseyin(19) => /car road 126 1 
19:27:20 | [SirketCHT] DangerTr07(17): ! adanaspor :D 
19:27:20 | ScrappeR(10): 1m
19:27:22 | oktayacar(6): hayýr
19:27:23 | [LOCAL]CcCAtakan1907(16): /donatorler ve /donator
19:27:23 | [CMD] CcCAtakan1907(16) => /l /donatorler ve /donator
19:27:23 | [CMD] huseyin(19) => /kemer
19:27:24 | {FFCC00}Sttder(28) Otobus Soforu olarak spawn oldu.
19:27:24 | [LOCAL]KorkusuzKorkak(13): biz buraya seni para karþýlýðýnda getirmedik 
19:27:24 | [CMD] KorkusuzKorkak(13) => /l biz buraya seni para karþýlýðýnda getirmedik 
19:27:24 | [CMD] marshallmlp2(24) => /gohome
19:27:25 | nik0tin(26): 1m ile 3m 
19:27:26 | [SirketCHT] DangerTr07(17): ! lige gelcek inþ
19:27:26 | [CMD] TEXAST5(7) => /A 18 e inmiþ :/ 
19:27:27 | [SirketCHT] BoykoXD(21): ! ekmekspor
19:27:28 | BeylerBeyi(9) oyuna girdi [IP: 85.99.218.177]
19:27:30 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:31 | [CMD] BoykoXD(21) => /a .d
19:27:31 | [LOCAL]oktayacar(6): dað bisikleti al
19:27:31 | [CMD] oktayacar(6) => /l dað bisikleti al
19:27:32 | [SirketCHT] CcCAtakan1907(16): ! ekmekspor
19:27:32 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:34 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:34 | [LOCAL]oktayacar(6): dað bisikleti al 3mlik
19:27:34 | [CMD] oktayacar(6) => /l dað bisikleti al 3mlik
19:27:34 | [LOCAL]KorkusuzKorkak(13): yardým olsun diye getirdik
19:27:34 | [CMD] KorkusuzKorkak(13) => /l yardým olsun diye getirdik
19:27:35 | [SirketCHT] DangerTr07(17): ! sen slap istiyon galiba 
19:27:35 | [CMD] huseyin(19) => /dorseget 200 
19:27:35 | TR_Berk_TR(0): 1 m de deðmezki
19:27:36 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:38 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:40 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:40 | [SirketCHT] CcCAtakan1907(16): ! pidespor
19:27:41 | [SirketCHT] DangerTr07(17): ! bolu:6 fener:2 
19:27:41 | [CMD] Sttder(28) => /work
19:27:41 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:42 | 
19:27:43 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:45 | {FFCC00}BeylerBeyi(9) {FFFFFF}Kamyoncu olarak spawn oldu.
19:27:45 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:47 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:48 | [CMD] BeylerBeyi(9) => /myskin 294
19:27:48 | [LOCAL]oktayacar(6): dað bisikleti al 3mlik
19:27:48 | [CMD] oktayacar(6) => /l dað bisikleti al 3mlik
19:27:50 | [SirketCHT] CcCAtakan1907(16): ! fb 6 0 gs
19:27:51 | [CMD] BeylerBeyi(9) => /sac
19:27:52 | [CMD] BeylerBeyi(9) => /sa
19:27:53 | [CMD] TEXAST5(7) => /car bullet 3 3 
19:27:53 | [CMD] huseyin(19) => /as
19:27:54 | [CMD] TEXAST5(7) => /as 
19:27:54 | [CMD] ScrappeR(10) => /as
19:27:54 | [CMD] TIRCI(14) => /as
19:27:55 | [CMD] huseyin(19) => /d hg
19:27:55 | [SirketCHT] DangerTr07(17): ! gs:7 fb:0 
19:27:57 | [CMD] marshallmlp2(24) => /as
19:27:58 | [SirketCHT] DangerTr07(17): ! atakan 
19:27:58 | [CMD] TEXAST5(7) => /A 1 user daha :D 
19:27:58 | [CMD] BeylerBeyi(9) => /d hb
19:27:59 | [CMD] nik0tin(26) => /a etkde beyto çok iyi araba diziyodu 
19:28:2 | [SirketCHT] BoykoXD(21): ! he sezer clafh of clanda baþka yere geçtik
19:28:3 | [SirketCHT] DangerTr07(17): ! alisamiyende kupa aldýnýz mý 
19:28:7 | [CMD] BeylerBeyi(9) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr...
19:28:8 | [CMD] huseyin(19) => /d 19.25 de mi cýkýyon .d
19:28:8 | [CMD] BeylerBeyi(9) => /asay Ýstek Þarký Ýçin " /isteksarki <id>" Komutu Ýle Bize Bildirebilirsiniz...
19:28:8 | [SirketCHT] CcCAtakan1907(16): ! fb 92999 gs -100 
19:28:8 | [SirketCHT] DangerTr07(17): ! biliyorum 
19:28:8 | [CMD] huseyin(19) => /sac
19:28:10 | TR_Berk_TR(0): 5 m daha biriktirip motor alcam
19:28:13 | [SirketCHT] DangerTr07(17): ! alisamiyende kupa aldýnýz mý 
19:28:15 | [SirketCHT] DangerTr07(17): ! atakan 
