0:0:9 | huso608(11): inceliyorum
19:14:58 | huseyin(15) Itfaiyeci olarak spawn oldu.
19:14:58 | ordulukral523152(24): etk 
19:14:58 | [CMD] smod(32) => /kemer
19:14:59 | [CMD] Jodor(40) => /work
19:15:0 | ordulukral523152(24): etk
19:15:1 | huseyin(15): yapcam tmm 
19:15:3 | huseyin(15): etk yapcam
19:15:4 | [CMD] buyukustadbitti(25) => /tamir
19:15:4 | [CMD] smod(32) => /work
19:15:5 | BULDOZER(06)(0): kacda veriyor polis!!!
19:15:8 | [CMD] huseyin(15) => /asay Arac Res Geliyor!  
19:15:8 | [CMD] huseyin(15) => /asay Arac Res Geliyor!  
19:15:9 | ordulukral523152(24): ne zmm huseyin ab,
19:15:10 | BULDOZER(06)(0): kacda veriyor polis!!!! babsarýmý
19:15:12 | [CMD] huseyin(15) => /respawncars 
19:15:12 | [CMD] BoykoXD(21) => /meslek
19:15:12 | [CMD] DangerTr07(20) => /atamir
19:15:14 | TRmustafa(19): tugis otobüs duraðýna nasý girecez
19:15:15 | [CMD] DangerTr07(20) => /Cantazele
19:15:15 | huso608(22): verinceye kadar yapýn
19:15:15 | [CMD] BULDOZER(06)(0) => /basarimlar
19:15:16 | BoykoXD(21) Itfaiyeci olarak spawn oldu.
19:15:16 | huseyin(15): 3dk sonra
19:15:17 | [CMD] huseyin(15) => /goetk
19:15:18 | [CMD] huseyin(15) => /goetk 1 
19:15:20 | [CMD] huseyin(15) => /a hortumcu olun lo
19:15:21 | [CMD] huseyin(15) => /goetk 1 
19:15:22 | [CMD] huso608(22) => /rehberler
19:15:22 | [CMD] BoykoXD(21) => /goto 15
19:15:22 | tavsanpaladin55(18): 20 de veriyor buldozer
19:15:29 | [CMD] huseyin(15) => /car monster 0 3 
19:15:31 | [CMD] huseyin(15) => /car monster 0 2 
19:15:31 | [CMD] DangerTr07(20) => /A siz yapýn ben þirkete kasacam :D 
19:15:33 | [CMD] Jodor(40) => /kemer
19:15:34 | [CMD] huseyin(15) => /car monster 0 1
19:15:34 | Gazapizm_(26): etki bu kez araba yarýþý olsun
19:15:36 | [CMD] BoykoXD(21) => /kemer
19:15:36 | [CMD] huseyin(15) => /a husoooo
19:15:36 | [CMD] DangerTr07(20) => /A admin bol :D 
19:15:38 | [CMD] huseyin(15) => /a gel lo 
19:15:38 | [CMD] huseyin(15) => /fly
19:15:40 | [CMD] Younapo.(31) => /rescue
19:15:40 | [CMD] huso608(22) => /a buyur
19:15:41 | TIRCI(9): danger sen ahýr merasýmý duznble kepenkleri ac 
19:15:42 | [CMD] Younapo.(31) => /rescue
19:15:44 | DangerTr07(20): :D 
19:15:44 | [CMD] BeylerBeyi(33) => /pm 20 þirket yeri iyimi deðiþtirelimmi
19:15:45 | [CMD] Gazapizm_(26) => /modifiye
19:15:45 | [CMD] huseyin(15) => /a etk gel
19:15:46 | [CMD] DqknMrc(11) => /motor
19:15:46 | [CMD] huso608(22) => /odunsat
19:15:48 | [CMD] BoykoXD(21) => /a bnde yapýcam iþte etkinlikten sonra
19:15:50 | [CMD] huseyin(15) => /myskin 285
19:15:51 | [CMD] DangerTr07(20) => /pm 33 yeri harika :D 
19:15:51 | [CMD] huso608(22) => /a tmm borucu oluyom
19:15:54 | [SirketCHT] Younapo.(31): ! s
19:15:54 | Emirbaba3373(14): etki beyin seviyesi 1 
19:15:56 | [CMD] huseyin(15) => /etk baslat Monsterden Kaç
19:15:56 | [CMD] huso608(22) => /meslek
19:16:0 | huso608(22) Itfaiyeci olarak spawn oldu.
19:16:0 | [CMD] BeylerBeyi(33) => /pm 20 tm 
19:16:1 | [CMD] Younapo.(31) => /etkgit
19:16:1 | BoykoXD(21):  /etkgit
19:16:1 | [CMD] Gazapizm_(26) => /etkgit
19:16:2 | [CMD] Emirbaba3373(14) => /goreviptal
19:16:3 | BoykoXD(21):  /etkgit
19:16:3 | [CMD] DangerTr07(20) => /pm 33 qnq bu sw'de ilk þirketimin yeri orasi :D 
19:16:4 | [CMD] huso608(22) => /goto 15
19:16:5 | [CMD] TRmustafa(19) => /motor
19:16:5 | [LOCAL]huseyin(15): hg
19:16:5 | [CMD] huseyin(15) => /l hg
19:16:6 | [SirketCHT] Younapo.(31): ! passionis kimin þirketi
19:16:6 | [CMD] ordulukral523152(24) => /ETKGIT
19:16:7 | [CMD] Emirbaba3373(14) => /etkgit
19:16:7 | [CMD] TIRCI(9) => /etkgit
19:16:9 | [CMD] huso608(22) => /fly
19:16:9 | [SirketCHT] Younapo.(31): ! ?
19:16:10 | [CMD] BoykoXD(21) => /asat
19:16:11 | [CMD] BeylerBeyi(33) => /pm 20 harbimi
19:16:12 | [CMD] Younapo.(31) => /sirket
19:16:12 | [CMD] BoykoXD(21) => /asay
19:16:13 | [CMD] huseyin(15) => /etk baslat Monsterden Kaç 
19:16:13 | [LOCAL][AsLt]Cicek.Abbas.(30): hýzlý
19:16:13 | [CMD] [AsLt]Cicek.Abbas.(30) => /l hýzlý
19:16:14 | [CMD] DangerTr07(20) => /pm 33 geldigimde ilk girdigim þirket Kara Ambardi :D 
19:16:14 | [CMD] BeylerBeyi(33) => /d  494-1564
19:16:14 | ordulukral523152(24): ödüllümü
19:16:15 | [CMD] BULDOZER(06)(0) => /t geride bas
19:16:15 | [SirketCHT] huseyin(15): ! BeylerBeyi
19:16:16 | [LOCAL]TIRCI(9): sa nasýlýz 
19:16:16 | [CMD] TIRCI(9) => /l sa nasýlýz 
19:16:17 | [SirketCHT] huseyin(15): ! dost þirket 
19:16:21 | [CMD] BULDOZER(06)(0) => /t arkada la
19:16:21 | BoykoXD(21): @24 Evet
19:16:21 | [CMD] DangerTr07(20) => /pm 33 orasida yeriydi :D 
19:16:25 | ordulukral523152(24):  öldüllümü
19:16:25 | [CMD] BoykoXD(21) => /kemer
19:16:26 | [CMD] BoykoXD(21) => /kemer
19:16:28 | ordulukral523152(24):  oo iyi
19:16:28 | [CMD] BoykoXD(21) => /kemer
19:16:30 | Gazapizm_(26): beyler bundan sonra birde saklambaç yyapsanýz 
19:16:31 | [CMD] huseyin(15) => /etk baslat Monsterden Kaç 
19:16:32 | [CMD] BoykoXD(21) => /kemer
19:16:33 | [SirketCHT] ASLANBEY(28): !jodor ben çýkacam kanka
19:16:34 | [CMD] marshallmlp2(8) => /meslek
19:16:34 | huseyin(15): odulsuz etk yaptýk mý 
19:16:34 | [CMD] Gazapizm_(26) => /etkgit
19:16:34 | [SirketCHT] DangerTr07(20): ! orasi geniþ kanka 
19:16:35 | {FFCC00}marshallmlp2(8) {FFFFFF}Kamyoncu olarak spawn oldu.
19:16:36 | [CMD] BeylerBeyi(33) => /asay Ýstek þarkýnýz çalýnýyor iyi oyunlar dileriz... 
19:16:37 | [CMD] ASLANBEY(28) => /etkgit
19:16:37 | [CMD] marshallmlp2(8) => /etkgit
19:16:38 | [CMD] DqknMrc(11) => /radyo
19:16:39 | [CMD] huso608(22) => /a baskan siyah beyaz sana býraktým
19:16:40 | [CMD] FurkanBey(17) => /pm 15 anadolu varken dost þirket diyormuydunuz la bana :D 
19:16:40 | [CMD] BULDOZER(06)(0) => /t hacý ben meslek degisiyom ben polis basarýým vermiszaten
19:16:42 | [CMD] Jodor(40) => /vtamir
19:16:42 | CAKIR34(10) oyuna girdi [IP: 88.231.135.130]
19:16:42 | [CMD] Emirbaba3373(14) => /sac
19:16:42 | ordulukral523152(24):   saklanbaç olsa
19:16:43 | [CMD] buyukustadbitti(25) => /etkgit
19:16:44 | [CMD] Jodor(40) => /vbenzin
19:16:46 | [CMD] huseyin(15) => /etk baslat Monsterden Kaç 
19:16:47 | [CMD] BULDOZER(06)(0) => /meslek
19:16:47 | ReXXuZ(13): Sa
19:16:47 | ByAdam(16) oyuna girdi [IP: 88.233.237.108]
19:16:48 | [CMD] TRmustafa(19) => /motor
19:16:48 | [CMD] [cCc]HulkHulk[cCc](23) => /rescue
19:16:49 | [CMD] huso608(22) => /djler
19:16:50 | [CMD] huseyin(15) => /etk baslat Monsterden Kaç SONN <<<
19:16:50 | [CMD] BoykoXD(21) => /as
19:16:51 | TIRCI(9): kanata kal 
19:16:51 | [SirketCHT] BeylerBeyi(33): ! ayn
19:16:52 | [CMD] DangerTr07(20) => /As
19:16:53 | 
19:16:55 | [CMD] DqknMrc(11) => /sirketdorse
19:16:55 | [CMD] huseyin(15) => /as
19:16:56 | [CMD] BeylerBeyi(33) => /as
19:16:56 | {FFCC00}CAKIR34(10) {FFFFFF}Kamyoncu olarak spawn oldu.
19:16:56 | [SirketCHT] ASLANBEY(28): !etk den sonra çýkacam kanka
19:16:56 | [CMD] huseyin(15) => /aka 13
19:16:57 | 
19:16:57 | ordulukral523152(24): abi huseyin abi 
19:16:58 | [CMD] Emirbaba3373(14) => /etkgit
19:16:58 | BULDOZER(06)(0) Mafya olarak spawn oldu.
19:17:0 | [CMD] CAKIR34(10) => /etkgit
19:17:0 | {FFCC00}ByAdam(16) {FFFFFF}Kamyoncu olarak spawn oldu.
19:17:3 | [SirketCHT] Jodor(40): ! tamam :)
19:17:3 | ordulukral523152(24):  saklanbaç da yapsak
19:17:5 | [CMD] ByAdam(16) => /gobus
19:17:6 | [CMD] CAKIR34(10) => /afk
19:17:7 | [CMD] EvoturK(12) => /as
19:17:7 | [CMD] CAKIR34(10) => /geldim
19:17:8 | [SirketCHT] DangerTr07(20): ! unuttma sponsorumuz psn jasdja d
19:17:9 | [CMD] ByAdam(16) => /icerigir
19:17:9 | [CMD] huseyin(15) => /etk dondur
19:17:10 | ordulukral523152(24):  olurmu ?
19:17:11 | [CMD] ByAdam(16) => /isyerimenu
19:17:13 | [CMD] CAKIR34(10) => /afk
19:17:13 | [CMD] ReXXuZ(13) => /sirket
19:17:14 | [CMD] ByAdam(16) => /gobus
19:17:14 | [LOCAL]huseyin(15): sen cok mu kurnazsýn
19:17:14 | [CMD] huseyin(15) => /l sen cok mu kurnazsýn
19:17:16 | FurkanBey(17): saklanbaç olursa ben gelcem :D 
19:17:16 | [CMD] ByAdam(16) => /icerigir
19:17:16 | [CMD] CAKIR34(10) => /geldim
19:17:17 | [CMD] ASLANBEY(28) => /c sabah gördüðünden beri sw deyim :D
19:17:17 | [LOCAL]huseyin(15): /afk kalým gelmek 
19:17:17 | [CMD] huseyin(15) => /l /afk kalým gelmek 
19:17:18 | ordulukral523152(24): huseyin abi
19:17:19 | [LOCAL]CAKIR34(10): evet
19:17:19 | [CMD] CAKIR34(10) => /l evet
19:17:19 | [CMD] CagatayBro(34) => /c reis kusura bakma biraz hýzlý gidiyorum
19:17:19 | ReXXuZ(13): þirket alýmlarý varmý
19:17:20 | [CMD] huseyin(15) => /etk dondur
19:17:20 | [CMD] ByAdam(16) => /isyerimenu
19:17:21 | [CMD] kiral(37) => /rescue
19:17:21 | ordulukral523152(24):  
19:17:22 | [CMD] huseyin(15) => /etk can 1 
19:17:22 | [CMD] DangerTr07(20) => /uyeal 13 
19:17:23 | [CMD] CagatayBro(34) => /c iþim var da
19:17:23 | [CMD] ByAdam(16) => /gobus
19:17:23 | [CMD] huseyin(15) => /etk can 1 
19:17:25 | [CMD] ByAdam(16) => /icerigir
19:17:25 | huso608(22): buyrun
19:17:25 | [CMD] huseyin(15) => /etk can 1 
19:17:27 | [CMD] ByAdam(16) => /isyerimenu
19:17:27 | [CMD] CagatayBro(34) => /c harbourda adam çaðýrýrýz
19:17:28 | [SirketCHT] ASLANBEY(28): ! sabah gördüðünden beri sw deyim :D
19:17:29 | [CMD] BeylerBeyi(33) => /uyeal 13
19:17:30 | ByAdam(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
19:17:30 | [CMD] FurkanBey(17) => /uyal 13
19:17:31 | [CMD] huseyin(15) => /etk coz
19:17:32 | BoykoXD(21): @13 evet var alým sirkete
19:17:32 | [CMD] huseyin(15) => /etk coz
19:17:32 | DqknMrc(11): passionis
19:17:34 | [CMD] FurkanBey(17) => /uyeal 13
19:17:34 | ordulukral523152(24):  abi  saklanbaçda oynayak
19:17:35 | [CMD] huseyin(15) => /etk coz
19:17:35 | huso608(22): @24 problem nedir
19:17:36 | [CMD] huseyin(15) => /fly
19:17:38 | [CMD] BoykoXD(21) => /uye al 13
19:17:41 | [CMD] FurkanBey(17) => /a kýdemli üyeler ne 
19:17:42 | [CMD] huseyin(15) => /duyuru 3
19:17:43 | [CMD] ReXXuZ(13) => /sikret
19:17:43 | [CMD] huseyin(15) => /duyuru 2
19:17:43 | [CMD] BoykoXD(21) => /uyeal 13
19:17:44 | [CMD] huseyin(15) => /duyuru 1
19:17:45 | [CMD] ReXXuZ(13) => /sirket
19:17:47 | [CMD] huseyin(15) => /duyuru ~g~go
19:17:47 | BozKurt01(16) oyuna girdi [IP: 95.7.38.18]
19:17:48 | [SirketCHT] DangerTr07(20): ! týr sýkýntýsý olrsa baþka yere rescue atabilirsiniz. 
19:17:48 | [CMD] huso608(22) => /kemer
19:17:50 | [CMD] huseyin(15) => /kemer
19:17:54 | [SirketCHT] DangerTr07(20): ! ilrde fullicez orayi 
19:17:55 | [SirketCHT] Jodor(40): ! hadi ya :D
19:17:59 | 
19:17:59 | [CMD] FurkanBey(17) => /a /uyeal yapamýyom 
19:18:3 | [CMD] DqknMrc(11) => /work
19:18:4 | ReXXuZ(13): þirkete nasýl geçicem
19:18:5 | [CMD] Jodor(40) => /sirket
19:18:8 | DangerTr07(20):  /rescue 
19:18:10 | [CMD] BeylerBeyi(33) => /pm 20 ben para kastým bi kaç tane aldým
19:18:10 | BoykoXD ASLANBEY'i öldürdü. Oldurme Sekli: 49
19:18:11 | [CMD] ReXXuZ(13) => /rescue
19:18:11 | {FFCC00}BozKurt01(16) {FFFFFF}Kamyoncu olarak spawn oldu.
19:18:13 | [CMD] ibrahimkk(7) => /geldim
19:18:14 | {FFCC00}ASLANBEY(28) {FFFFFF}Kamyoncu olarak spawn oldu.
19:18:15 | [CMD] DangerTr07(20) => /pm 33 :D 
19:18:15 | [CMD] ibrahimkk(7) => /sa
19:18:17 | [SirketCHT] Jodor(40): ! 4m kasmýþsýn helal :)
19:18:17 | [SirketCHT] ASLANBEY(28): !aynen
19:18:19 | [CMD] BeylerBeyi(33) => /pm 20 .D
19:18:20 | ibrahimkk(7): aa
19:18:21 | TheUnkown(27) oyuna girdi [IP: 31.177.135.161]
19:18:22 | [CMD] BeylerBeyi(33) => /as
19:18:22 | [SirketCHT] ASLANBEY(28): !:D
19:18:24 | ibrahimkk(7): etk olmus :*(
19:18:25 | [CMD] DangerTr07(20) => /pm 33 maaþ günü kumarhaneyi çekerim atarim sana 
19:18:25 | BoykoXD Gazapizm_'i öldürdü. Oldurme Sekli: 49
19:18:26 | [OTOBUSCU] TRmustafa, San Fierro Otogar'den Tugis Otobus Duragi'e Yolcu tasidi. Kazanc: 22523$ ve 3 Skor Sure: 913 Saniye
19:18:29 | huseyin CAKIR34'i öldürdü. Oldurme Sekli: 49
19:18:31 | {FFCC00}Gazapizm_(26) Otobus Soforu olarak spawn oldu.
19:18:32 | [CMD] EvoturK(12) => /as
19:18:33 | {FFCC00}CAKIR34(10) {FFFFFF}Kamyoncu olarak spawn oldu.
19:18:35 | BoykoXD Younapo.'i öldürdü. Oldurme Sekli: 49
19:18:36 | [CMD] BeylerBeyi(33) => /pm 20 yok knk bende var kalsýn o
19:18:36 | [CMD] BULDOZER(06)(0) => /as
19:18:36 | [CMD] Gazapizm_(26) => /rescue
19:18:36 | [CMD] DqknMrc(11) => /komutlar
19:18:38 | ibrahimkk(7): ozkanimm
19:18:39 | {FFCC00}Younapo.(31) {FFFFFF}Pilot olarak spawn oldu.
19:18:40 | smod(32): beni þirketine alcak biri var mý
19:18:42 | [CMD] TRmustafa(19) => /work
19:18:42 | [CMD] ASLANBEY(28) => /sirket
19:18:42 | [CMD] Younapo.(31) => /rescue
19:18:43 | [CMD] DangerTr07(20) => /pm 33 tm sýkýþýrsan söyle bak 
19:18:44 | [CMD] Younapo.(31) => /rescue
19:18:45 | [CMD] CAKIR34(10) => /rescue
19:18:46 | ibrahimkk(7): askim ozkan
19:18:47 | [CMD] Younapo.(31) => /rescue
19:18:49 | [CMD] BeylerBeyi(33) => /pm 20 tm :9
19:18:52 | [CMD] BULDOZER(06)(0) => /cevir
19:18:52 | [CMD] kiral(37) => /rescue
19:18:52 | [CMD] Gazapizm_(26) => /work
19:18:52 | [CMD] BeylerBeyi(33) => /pm 20 tm :)
19:18:52 | [CMD] Younapo.(31) => /admins
19:18:54 | [CMD] BULDOZER(06)(0) => /tamirw
19:18:55 | ibrahimkk(7): askimm 
19:18:55 | [CMD] huso608(22) => /a týrcý da lag var
19:18:56 | CAKIR34(10) oyundan cIktI (Hata/Crash) (IP: 88.231.135.130)
19:18:57 | [CMD] BULDOZER(06)(0) => /tamir
19:18:57 | [CMD] DqknMrc(11) => /skapat
19:18:58 | huso608 Emirbaba3373'i öldürdü. Oldurme Sekli: 49
19:18:59 | [CMD] huseyin(15) => /a adsasf
19:19:1 | 
19:19:2 | {FFCC00}Emirbaba3373(14) Otobus Soforu olarak spawn oldu.
19:19:2 | [SirketCHT] BeylerBeyi(33): ! Beyler maaþlar pazar günü verilecektir
19:19:3 | [CMD] BULDOZER(06)(0) => /kemer
19:19:3 | [CMD] huseyin(15) => /vtamir
19:19:5 | BoykoXD ordulukral523152'i öldürdü. Oldurme Sekli: 49
19:19:5 | [CMD] DangerTr07(20) => /pm 33 o selim hýyarýnýda alacam :d 
19:19:6 | ibrahimkk(7): EvoturK
19:19:7 | [CMD] kiral(37) => /modifiye
19:19:7 | Younapo.(31): @7 yine mi bu yaw
19:19:9 | {FFCC00}ordulukral523152(24) Otobus Soforu olarak spawn oldu.
19:19:9 | [CMD] huso608(22) => /a olmuyor 
19:19:10 | [CMD] BeylerBeyi(33) => /pm 20 :D
19:19:13 | [CMD] ReXXuZ(13) => /ssohbet deneme
19:19:14 | [CMD] tavsanpaladin55(18) => /c ben tek yapýcam reis
19:19:16 | ibrahimkk(7): hayirdir sen?
19:19:17 | [KAMYONCU] FurkanBey, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 844056$, 1 Skor ve 5 EXP Sure: 948 Saniye
19:19:17 | [SirketCHT] ASLANBEY(28): !necdet03 kim
19:19:17 | CAKIR34(10) oyuna girdi [IP: 88.231.135.130]
19:19:17 | ordulukral523152(24):  /etkgýt
19:19:19 | [SirketCHT] DangerTr07(20): ! büyük convoy günleri yapacaz :D 
19:19:19 | Younapo.(31): @7 kýz yoklugunda mýsýn sen :D
19:19:19 | [CMD] Emirbaba3373(14) => /kurallar
19:19:21 | [cCc]HulkHulk[cCc](23): ahýr 
19:19:21 | [CMD] ibrahimkk(7) => /etkgit
19:19:22 | [CMD] FurkanBey(17) => /work
19:19:23 | [CMD] [AsLt]Cicek.Abbas.(30) => /c kolay gelsýn
19:19:24 | [CMD] ordulukral523152(24) => /ETKGIT
19:19:24 | [CMD] ReXXuZ(13) => /etkgýt
19:19:25 | [CMD] [cCc]HulkHulk[cCc](23) => /tamir
19:19:27 | [CMD] ReXXuZ(13) => /etkgit
19:19:27 | [CMD] Gazapizm_(26) => /etkgit
19:19:27 | [CMD] tavsanpaladin55(18) => /c sanada
19:19:29 | CAKIR34(10) oyundan cIktI (Hata/Crash) (IP: 88.231.135.130)
19:19:30 | [CMD] tavsanpaladin55(18) => /convoyayril
19:19:30 | [CMD] ASLANBEY(28) => /sirket
19:19:31 | [ANTIHACK] Þüpheli EvoturK(12) => Airbreak-hack
19:19:31 | ibrahimkk(7): yuru git basimdan
19:19:31 | ordulukral523152(24): ahýr
19:19:33 | ordulukral523152(24):  g,del
19:19:34 | [CMD] [AsLt]Cicek.Abbas.(30) => /convoyayril
19:19:35 | [CMD] tavsanpaladin55(18) => /work
19:19:36 | [CMD] [AsLt]Cicek.Abbas.(30) => /convoy
19:19:36 | Younapo.(31): gelene geçene aským
19:19:37 | [CMD] Gazapizm_(26) => /etk 
19:19:38 | [CMD] FurkanBey(17) => /asiriyuk
19:19:40 | [OTOBUSCU] smod, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 488 Saniye
19:19:42 | [CMD] Younapo.(31) => /work
19:19:42 | ibrahimkk(7): evo benim askim
19:19:43 | [SirketCHT] DangerTr07(20): ! ben gerekirse vip alacam kasmak için. 
19:19:44 | [CMD] huseyin(15) => /vtamir
19:19:48 | ibrahimkk(7): seni .....?
19:19:49 | [CMD] smod(32) => /meslek
19:19:50 | [CMD] huseyin(15) => /cevir
19:19:52 | [SirketCHT] BeylerBeyi(33): ! ben alýrým sana
19:19:52 | ordulukral523152(24): gazapizm atla
19:19:54 | [CMD] smod(32) => /meslek
19:19:56 | [CMD] tavsanpaladin55(18) => /asiyiruk
19:19:59 | [CMD] huso608(22) => /uyar 7 Sembol uzatma
19:20:0 | [CMD] tavsanpaladin55(18) => /asiriyuk
19:20:1 | [CMD] Gazapizm_(26) => /rescue
19:20:2 | [CMD] ASLANBEY(28) => /araba
19:20:3 | [CMD] huso608(22) => /tamir
19:20:3 | [CMD] ReXXuZ(13) => /tamir
19:20:6 | ibrahimkk(7):  
19:20:9 | ibrahimkk(7): ..
19:20:9 | Gazapizm_(26): þirket gel
19:20:9 | [AsLt]Cicek.Abbas.(30): yük taþýma noktalarýný nasýl seçicem
19:20:11 | huseyin(15): daha etk bitmediki +1 yapýyonuz
19:20:12 | [CMD] EvoturK(12) => /atamirt
19:20:12 | [CMD] EvoturK(12) => /atamir
19:20:13 | huso608(22):   /work
19:20:14 | [CMD] DqknMrc(11) => /goreviptal
19:20:14 | [CMD] ordulukral523152(24) => /rescue
19:20:16 | Younapo.(31): etkyi kim aldý
19:20:18 | ibrahimkk(7): etk ne zaman biter?
19:20:18 | [CMD] ordulukral523152(24) => /rescue
19:20:19 | BoykoXD TIRCI'i öldürdü. Oldurme Sekli: 49
19:20:19 | huseyin(15): daha bitmeid
19:20:19 | [CMD] [AsLt]Cicek.Abbas.(30) => /work
19:20:22 | [CMD] Gazapizm_(26) => /meslek
19:20:23 | huseyin(15): öldüklerinde
19:20:24 | [CMD] Gazapizm_(26) => /meslek
19:20:24 | smod(32): ehliyet lazým
19:20:25 | ibrahimkk(7): huso
19:20:25 | [CMD] DqknMrc(11) => /rescue
19:20:26 | Emirbaba3373(14): kafam iyi bro
19:20:28 | [CMD] [AsLt]Cicek.Abbas.(30) => /convoyayril
19:20:29 | [SirketCHT] BeylerBeyi(33): ! zaten 1 ay sonra herþey yerli yerine oturur sýkýntý çekmeyiz
19:20:30 | [CMD] ASLANBEY(28) => /araba
19:20:31 | Gazapizm_(26) Mafya olarak spawn oldu.
19:20:31 | BoykoXD marshallmlp2'i öldürdü. Oldurme Sekli: 49
19:20:31 | [CMD] [AsLt]Cicek.Abbas.(30) => /work
19:20:35 | ibrahimkk(7): ozkanim afkmi?
19:20:35 | [CMD] Jodor(40) => /sirket 
19:20:36 | [CMD] huso608(22) => /a adas bunlar bugda
19:20:36 | [SirketCHT] DangerTr07(20): ! aynen 
19:20:37 | [CMD] ibrahimkk(7) => /afklar
19:20:38 | [CMD] huseyin(15) => /a id 25
19:20:39 | Aleksiy_Kozlov(10) oyuna girdi [IP: 82.208.100.236]
19:20:40 | [CMD] ibrahimkk(7) => /vipler
19:20:41 | [SirketCHT] DangerTr07(20): ! Biz erkenden aledelim ama :D
19:20:41 | [CMD] Emirbaba3373(14) => /meslek
19:20:41 | [CMD] ASLANBEY(28) => /araba
19:20:43 | [CMD] huseyin(15) => /odul 25
19:20:43 | [CMD] huseyin(15) => /odul 25
19:20:44 | [CMD] huso608(22) => /a veriyom
19:20:44 | {FFCC00}marshallmlp2(8) {FFFFFF}Kamyoncu olarak spawn oldu.
19:20:44 | [CMD] huseyin(15) => /odul 25
19:20:45 | [CMD] huseyin(15) => /odul 25
19:20:45 | [SirketCHT] BeylerBeyi(33): ! aynen :D
19:20:46 | Gazapizm_(26): ordu mafya ol
19:20:46 | Emirbaba3373(14) Mafya olarak spawn oldu.
19:20:46 | TIRCI(9): 3 kýsý bana gýrýyonuz mubarek 
19:20:47 | [SirketCHT] DangerTr07(20): ! biliyorsun para alma tarihi var kanka 
19:20:47 | huseyin(15): Tebrikler
19:20:48 | [CMD] FurkanBey(17) => /a ben chatle ilgileniorum
19:20:49 | Younapo.(31): sana afk
19:20:50 | buyukustadbitti(25): EYW
19:20:50 | [CMD] huseyin(15) => /cleanupcars
19:20:50 | ibrahimkk(7): tebrikler
19:20:50 | huso608(22): Tebrikler
19:20:52 | [CMD] huseyin(15) => /etk spawn 
19:20:52 | Aleksiy_Kozlov(10) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
19:20:52 | {FFCC00}TIRCI(9) Otobus Soforu olarak spawn oldu.
19:20:53 | [CMD] marshallmlp2(8) => /convoy
19:20:54 | Emirbaba3373(14): tebrbikler
19:20:54 | [ANTIHACK] Þüpheli EvoturK(12) => Airbreak-hack
19:20:54 | buyukustadbitti(25): capss
19:20:55 | [CMD] huseyin(15) => /etk spawn 
19:20:55 | [SirketCHT] DangerTr07(20): ! yaz /sirket tarih var :D 
19:20:55 | huso608(22) Itfaiyeci olarak spawn oldu.
19:20:56 | [CMD] [AsLt]Cicek.Abbas.(30) => /convoy
19:20:58 | buyukustadbitti(25): yoruldum
19:21:0 | [CMD] FurkanBey(17) => /goreviptal
19:21:0 | ordulukral523152(24): saklanbaç
19:21:0 | [CMD] huseyin(15) => /etk spawn 
19:21:0 | {FFCC00}buyukustadbitti(25) {FFFFFF}Dolmuþ Soforu olarak spawn oldu.
19:21:0 | BoykoXD(21) Itfaiyeci olarak spawn oldu.
19:21:0 | [KAMYONCU] Jodor, Veardant Port'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 196440$, 1 Skor ve 5 EXP Sure: 235 Saniye
19:21:2 | [CMD] DqknMrc(11) => /sirketdorse
19:21:2 | [CMD] huseyin(15) => /cleanupacrs
19:21:2 | [CMD] BeylerBeyi(33) => /sirket
19:21:3 | [SirketCHT] DangerTr07(20): ! ogüne kadar cok kasmamiz gerek 
19:21:4 | [CMD] huseyin(15) => /cleanupcars
19:21:5 | [CMD] [AsLt]Cicek.Abbas.(30) => /tamir
19:21:5 | [CMD] huseyin(15) => /goetk
19:21:6 | Younapo.(31): can tazlee reis
19:21:6 | [CMD] Jodor(40) => /convoy
19:21:7 | [CMD] huseyin(15) => /meslek
19:21:7 | [CMD] huso608(22) => /uyar 25 buyuk harf yasak baskan
19:21:7 | buyukustadbitti(25) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
19:21:8 | [CMD] huseyin(15) => /cantazele
19:21:8 | [CMD] huso608(22) => /cantazele
19:21:8 | [CMD] FurkanBey(17) => /spec 27
19:21:9 | huseyin(15) Pizzaci olarak spawn oldu.
19:21:11 | [CMD] BoykoXD(21) => /a daha varmý etkgit
19:21:11 | [CMD] huseyin(15) => /myskin 285
19:21:11 | {FFCC00}TIRCI(9) Otobus Soforu olarak spawn oldu.
19:21:12 | [CMD] Emirbaba3373(14) => /meslek
19:21:13 | [CMD] Gazapizm_(26) => /modifiye
19:21:14 | CAKIR34(10) oyuna girdi [IP: 88.231.135.254]
19:21:14 | [CMD] huseyin(15) => /a var
19:21:14 | ibrahimkk(7): huseyin abi
19:21:14 | [CMD] DangerTr07(20) => /Sirket
19:21:14 | [CMD] Jodor(40) => /c baþla
19:21:15 | [CMD] huseyin(15) => /goetk
19:21:17 | [CMD] huso608(22) => /a olmaz mý 
19:21:17 | huseyin(15): Evet
19:21:18 | [CMD] BULDOZER(06)(0) => /tamir
19:21:19 | [CMD] [AsLt]Cicek.Abbas.(30) => /work
19:21:19 | huso608(22): buyrun
