0:0:1 | Axefi(21): :D
18:26:17 | [CMD] Grejuva(13) => /rescue
18:26:17 | [CMD] [TR]MaroNBeReTSs(16) => /kemer
18:26:18 | [CMD] BeylerBeyi(21) => /d ne kadar istiyon
18:26:21 | [CMD] Moskova_Kurdu(10) => /a Ama adam haklý zaten 
18:26:21 | [CMD] DarkFlow(7) => /gobus
18:26:21 | [CMD] [TR]MaroNBeReTSs(16) => /tamir
18:26:25 | [CMD] Moskova_Kurdu(10) => /a bu danger hýyarýn teki
18:26:28 | [CMD] Moskova_Kurdu(10) => /work
18:26:28 | Axefi(12): napýyon
18:26:31 | Axefi(12): freezer
18:26:32 | [CMD] HeRquL(0) => /a leþ leþ
18:26:33 | [CMD] [TR]MaroNBeReTSs(16) => /rescue
18:26:33 | [CMD] Grejuva(13) => /rescue
18:26:34 | Freezer3543(23): Ne yaptým la
18:26:35 | [CMD] Necdet03(22) => /work
18:26:36 | Aftosh_Qaqash(6): banana banana yansin dunya banana babana babana :D
18:26:36 | DarkFlow(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:26:36 | [CMD] Konyali42(20) => /d isyerlerinde para birikiyormu yada sv mi kapaliydi
18:26:37 | [CMD] [TR]MaroNBeReTSs(16) => /araba
18:26:37 | Axefi(12): içine sýçtýn arabanýn
18:26:37 | [CMD] sezzer(18) => /work
18:26:41 | [CMD] Konyali42(20) => /work
18:26:43 | [CMD] CluTHeS(15) => /modifiye
18:26:44 | Axefi(12): yolun ortasýnda ne iþin var :D
18:26:44 | [CMD] BeylerBeyi(21) => /d birikiyor
18:26:45 | [CMD] Grejuva(13) => /rescue
18:26:46 | [CMD] Axefi(12) => /tamir
18:26:47 | Freezer3543(23): qweqweqw
18:26:47 | [CMD] BeylerBeyi(21) => /d rastgelemi
18:26:47 | [CMD] [TR]MaroNBeReTSs(16) => /modifiye
18:26:50 | [CMD] Konyali42(20) => /c bende ayni kaldi
18:26:50 | [CMD] [TR]MaroNBeReTSs(16) => /kemer
18:26:51 | [CMD] Aftosh_Qaqash(6) => /qw
18:26:52 | [CMD] [TR]MaroNBeReTSs(16) => /modifiye
18:26:53 | [CMD] Konyali42(20) => /d evet
18:26:53 | [CMD] Moskova_Kurdu(10) => /Fly
18:26:53 | [CMD] HeRquL(0) => /uyar 12 üslup
18:26:53 | Aftosh_Qaqash(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:26:56 | [CMD] Konyali42(20) => /d bende ayni kaldi
18:26:56 | [CMD] BeylerBeyi(21) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr...
18:26:58 | [CMD] BeylerBeyi(21) => /asay Ýstek Þarký Ýçin " /isteksarki <id>" Komutu Ýle Bize Bildirebilirsiniz...
18:26:58 | [CMD] Necdet03(22) => /work
18:27:0 | [CMD] sezzer(18) => /work
18:27:2 | DarkFlow(6) oyuna girdi [IP: 85.103.185.247]
18:27:8 | [CMD] H.R.N.(11) => /stats
18:27:8 | Axefi(12): onadamý uyarý :D
18:27:9 | [CMD] BeylerBeyi(21) => /kemer
18:27:12 | [CMD] [TR]MaroNBeReTSs(16) => /sac
18:27:13 | Axefi(12): peki
18:27:13 | [CMD] H.R.N.(11) => /basarimlar
18:27:13 | HeRquL(0): evet
18:27:14 | 
18:27:19 | [CMD] Necdet03(22) => /work
18:27:20 | DarkFlow(6) Pizzaci olarak spawn oldu.
18:27:21 | [CMD] [TR]MaroNBeReTSs(16) => /tamir
18:27:22 | [CMD] Necdet03(22) => /work
18:27:24 | HeRquL(0): varsa itirazýn forumda konu açrsýn
18:27:24 | [CMD] sezzer(18) => /work
18:27:26 | [CMD] DarkFlow(6) => /rescue
18:27:29 | [CMD] Konyali42(20) => /work
18:27:30 | Freezer3543(23): Aga bazý adminler tam yonetim icin dogmus bazýlarý troll
18:27:32 | [CMD] Grejuva(13) => /rescue
18:27:35 | [CMD] H.R.N.(11) => /work
18:27:38 | [CMD] [TR]MaroNBeReTSs(16) => /tamir
18:27:39 | [CMD] BeylerBeyi(21) => /pm 10 aga 100m var hepsini vereyim ?
18:27:41 | [CMD] DarkFlow(6) => /work
18:27:42 | [CMD] Grejuva(13) => /rescue
18:27:43 | Axefi(12): atarlý konuþmana gerek yok birþey demedim 
18:27:43 | [CMD] sezzer(18) => /work
18:27:49 | Freezer3543(23): :D
18:27:50 | [CMD] Grejuva(13) => /kill
18:27:51 | [CMD] CluTHeS(15) => /work
18:27:54 | [CMD] Grejuva(13) => /meslek
18:27:56 | [LOCAL]Freezer3543(23): Nereye yolun
18:27:56 | [CMD] Freezer3543(23) => /l Nereye yolun
18:27:56 | [CMD] TEXAST5(17) => /A sorun ne la 
18:27:58 | Grejuva(13) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
18:27:59 | [CMD] Konyali42(20) => /work
18:27:59 | [CMD] TEXAST5(17) => /work 
18:28:1 | [CMD] sezzer(18) => /work
18:28:1 | [CMD] Moskova_Kurdu(10) => /pm 21 Olay para deðil .d
18:28:4 | [CMD] Necdet03(22) => /work
18:28:6 | [LOCAL]Axefi(12): ls feribota
18:28:6 | [CMD] Axefi(12) => /l ls feribota
18:28:8 | [CMD] BeylerBeyi(21) => /pm 10 biliyorum :D
18:28:10 | [CMD] Gezegen(9) => /afk
18:28:12 | [CMD] Moskova_Kurdu(10) => /pm 21 Orasý bana göre serverdeki en güzel ev 
18:28:12 | [CMD] HeRquL(0) => /a üslup attým bunadamý üslup dedi evet varsa itirazýn forudma konu açarsýn
18:28:12 | [CMD] BeylerBeyi(21) => /pm 10 parayý napcan sen 
18:28:13 | [CMD] DangerTr07(14) => /A texas lanet olasi ev yok olmuþ ÇQW:EÇE 
18:28:14 | [CMD] Moskova_Kurdu(10) => /pm 21 Orasý bana göre serverdeki en güzel ev 
18:28:15 | [LOCAL]Freezer3543(23): Biliyo musun orayý
18:28:15 | [CMD] Freezer3543(23) => /l Biliyo musun orayý
18:28:17 | [CMD] HeRquL(0) => /a olay bundan ibaret
18:28:17 | [CMD] H.R.N.(11) => /t en kýsa yer nere nerde daðýtýyonuz
18:28:18 | [CMD] Moskova_Kurdu(10) => /pm 21 Satmam 
18:28:18 | Axefi(12): evet
18:28:22 | Konyali42(20): yanyana pizza dagitma keyfi :D
18:28:22 | [CMD] sezzer(18) => /t sf de
18:28:23 | [CMD] HeRquL(0) => /work
18:28:23 | [SirketCHT] Necdet03(22): !sf
18:28:23 | [LOCAL]Freezer3543(23): Tamam
18:28:23 | [CMD] Freezer3543(23) => /l Tamam
18:28:24 | [CMD] Konyali42(20) => /work
18:28:25 | [CMD] Necdet03(22) => /t sf
18:28:26 | [CMD] BeylerBeyi(21) => /pm 10 valla muya da satmýyor :D
18:28:27 | [CMD] [TR]MaroNBeReTSs(16) => /yerbul 12 
18:28:28 | [CMD] CluTHeS(15) => /goreviptal
18:28:29 | [CMD] Moskova_Kurdu(10) => /dorseget 440
18:28:31 | [CMD] CluTHeS(15) => /work
18:28:34 | [CMD] HeRquL(0) => /t en iyi loot nerede 
18:28:38 | [CMD] Moskova_Kurdu(10) => /pm 21 Bana da satmýyo o gavat :D 
18:28:40 | [CMD] Moskova_Kurdu(10) => /work
18:28:41 | [LOCAL]Freezer3543(23): qweqweqweq
18:28:41 | [CMD] Freezer3543(23) => /l qweqweqweq
18:28:43 | [CMD] Necdet03(22) => /work
18:28:43 | [LOCAL]Axefi(12): ödemicem para mara :D
18:28:43 | [CMD] Axefi(12) => /l ödemicem para mara :D
18:28:43 | [CMD] H.R.N.(11) => /goto 18
18:28:43 | [CMD] TEXAST5(17) => /A atarlý giderli konuþma neydi 
18:28:44 | [CMD] BeylerBeyi(21) => /pm 10 .D
18:28:45 | [CMD] CluTHeS(15) => /fp
18:28:45 | [CMD] H.R.N.(11) => /work
18:28:46 | [CMD] sezzer(18) => /t sf de bak biz nerdeysek oraya gel
18:28:47 | [CMD] TEXAST5(17) => /A öyle yazmýs @12 
18:28:47 | [CMD] DangerTr07(14) => /pm 18 sezr bu týrcýnýn evi nerde la lv'deki 
18:28:51 | [CMD] BeylerBeyi(21) => /pm 10 bana 180m getir al dedi
18:28:54 | [CMD] HeRquL(0) => /a atar yokki
18:28:55 | [LOCAL]Freezer3543(23): Gisesiz yol yok oraya
18:28:55 | [CMD] Freezer3543(23) => /l Gisesiz yol yok oraya
18:28:56 | [CMD] DangerTr07(14) => /pm 18 ev yok len d
18:29:0 | [CMD] Konyali42(20) => /work
18:29:0 | [CMD] HeRquL(0) => /a yalanmý söyledim sanki doðrusu o
18:29:2 | [CMD] H.R.N.(11) => /work
18:29:10 | [CMD] Moskova_Kurdu(10) => /pm 21 vay gavat 
18:29:10 | [CMD] sezzer(18) => /pm 14 knk biliyom galiba ama emin deðilim
18:29:11 | Necdet03(22): deli gibi skor kasýlýyo bumeslekle
18:29:12 | [CMD] HeRquL(0) => /a daha nasýl söyleyeyim
18:29:14 | [CMD] BeylerBeyi(21) => /pm 10 :D
18:29:14 | [CMD] sezzer(18) => /pm 14 napcan ki
18:29:16 | [LOCAL]Axefi(12): buluruz bekle :D
18:29:16 | [CMD] Axefi(12) => /l buluruz bekle :D
18:29:16 | [CMD] DangerTr07(14) => /a þu gohome ne zaman düzelri acaba 
18:29:18 | [CMD] BeylerBeyi(21) => /pm 10 sen bana ver ben aliyim :D
18:29:21 | [CMD] H.R.N.(11) => /work
18:29:23 | [CMD] BeylerBeyi(21) => /pm 10 yarý yarýya kullanýrýz
18:29:25 | [CMD] DangerTr07(14) => /pm 18 aldim o evi dün yok þimdi ss var ama :D 
18:29:26 | [LOCAL]Freezer3543(23): qweqweqwqweqwe
18:29:26 | [CMD] Freezer3543(23) => /l qweqweqwqweqwe
18:29:27 | [CMD] Necdet03(22) => /work
18:29:28 | Konyali42(20): cok lag var ama araca binince takiliyor
18:29:29 | [CMD] Konyali42(20) => /work
18:29:29 | [CMD] BeylerBeyi(21) => /pm 10 .DDASDSA
18:29:32 | Necdet03(22): aynen
18:29:33 | CluTHeS(15): týr tamir nasý ediyoz
18:29:34 | Necdet03(22): kasýyo oyun bid
18:29:36 | TR_Berk_TR(7) oyuna girdi [IP: 178.246.104.1]
18:29:37 | HeRquL(0): bende lag yok
18:29:37 | TEXAST5(17):  /tamir 
18:29:37 | CluTHeS(15): týr tamir nasý ediyoz ?
18:29:37 | [CMD] Moskova_Kurdu(10) => /Dorseget 440
18:29:38 | [LOCAL]Axefi(12): hýzlanýp uçalým :D
18:29:38 | [CMD] Axefi(12) => /l hýzlanýp uçalým :D
18:29:39 | HeRquL(0): sizde
18:29:39 | TEXAST5(17):  /tamir 
18:29:40 | [CMD] CluTHeS(15) => /tamir
18:29:45 | Necdet03(22): oyunum kasýyo bnýým kasmasa
18:29:46 | [CMD] sezzer(18) => /pm 14 knk tam yerini bilmiyom valla :D
18:29:47 | [CMD] DangerTr07(14) => /god
18:29:48 | [CMD] H.R.N.(11) => /work
18:29:48 | Freezer3543(23): Kasmýyor reis
18:29:49 | [CMD] sezzer(18) => /work
18:29:49 | [CMD] Moskova_Kurdu(10) => /pm 21 fazla düþündün mü bunun için .d
18:29:50 | Necdet03(22): ekran kartý kötð
18:29:54 | [CMD] DangerTr07(14) => /pm 18 üðü týrcýda yok xD
18:29:54 | [CMD] Necdet03(22) => /work
18:29:57 | Konyali42(20): hayda araba gitti :d
18:29:58 | [CMD] TEXAST5(17) => /kemer 
18:29:59 | 
18:29:59 | [CMD] Konyali42(20) => /rescue
18:30:1 | [CMD] BeylerBeyi(21) => /pm 10 2 saatir düþünyorum lo
18:30:4 | [CMD] [TR]MaroNBeReTSs(16) => /yerbul 12 
18:30:4 | Necdet03(22): yo orda
18:30:5 | [CMD] sezzer(18) => /pm 14 aðla amk kaþarý
18:30:9 | [CMD] DangerTr07(14) => /Basarimlar
18:30:11 | [CMD] H.R.N.(11) => /isteksarki 1706
18:30:14 | [CMD] Konyali42(20) => /asay Istek Sarkiniz Siraya Alinmistir. Iyi Oyunlar Dileriz...    
18:30:16 | CluTHeS(15): sinyaller nasýl kapatýlýyr
18:30:20 | Necdet03(22): 2 
18:30:22 | [CMD] sezzer(18) => /work
18:30:23 | [CMD] Konyali42(20) => /pm 11 ismi ne :D
18:30:23 | TEXAST5(17): 2 yaparsanýz kapanýr 
18:30:25 | swisskobay301(13) oyuna girdi [IP: 88.245.83.128]
18:30:26 | [CMD] TEXAST5(17) => /kemer 
18:30:26 | [CMD] DangerTr07(14) => /pm 18 sendemi ban istiyon :D 
18:30:31 | [CMD] [TR]MaroNBeReTSs(16) => /tamir
18:30:33 | [CMD] HeRquL(0) => /pcc
18:30:33 | [CMD] H.R.N.(11) => /pm 20 ne 
18:30:34 | [LOCAL]Axefi(12): hehe :D
18:30:34 | [CMD] Axefi(12) => /l hehe :D
18:30:35 | CluTHeS(15): sol vee sag sinyal nasý yapýyoz
18:30:37 | [CMD] H.R.N.(11) => /work
18:30:37 | Freezer3543(23): Texas illa resmi konusmak zorunda mýsýn wqeqweq
18:30:38 | TEXAST5(17): q-e 
18:30:39 | [CMD] Konyali42(20) => /pm 11 sarkinin :d
18:30:39 | [CMD] HeRquL(0) => /musait
18:30:40 | [CMD] sezzer(18) => /pm 14 kes mk kaþarý
18:30:42 | [CMD] DangerTr07(14) => /pm 18 deme bana oni qnq XD
18:30:42 | [CMD] TEXAST5(17) => /atamir 
18:30:43 | 
18:30:44 | [CMD] H.R.N.(11) => /pm 20 busta
18:30:44 | Necdet03(22): aha baþarým
18:30:45 | TEXAST5(17): freeze 
18:30:46 | Necdet03(22): 100 skor aha
18:30:47 | [CMD] sezzer(18) => /pm 14 asdghjhagd
18:30:47 | Freezer3543(23): Efem
18:30:49 | [CMD] Konyali42(20) => /asay Istek Sarkiniz Çaliniyor. Iyi Oyunlar Dileriz...     
18:30:51 | TEXAST5(17): saygýmdan yapýyorum 
18:30:51 | {FFCC00}swisskobay301(13) {FFFFFF}Polis olarak spawn oldu.
18:30:53 | TEXAST5(17): yoksa 
18:30:54 | [CMD] sezzer(18) => /work
18:30:54 | [CMD] [TR]MaroNBeReTSs(16) => /tamir
18:30:58 | [CMD] [TR]MaroNBeReTSs(16) => /meslek
18:31:0 | [CMD] swisskobay301(13) => /sa
18:31:2 | [CMD] BeylerBeyi(21) => /as
18:31:2 | [CMD] TEXAST5(17) => /as 
18:31:2 | [CMD] Konyali42(20) => /as
18:31:3 | [LOCAL]Axefi(12): bana heryol beleþ :D
18:31:3 | [CMD] Axefi(12) => /l bana heryol beleþ :D
18:31:3 | [CMD] swisskobay301(13) => /kemer
18:31:4 | [CMD] H.R.N.(11) => /asay /sac /skapat
18:31:5 | [CMD] [TR]MaroNBeReTSs(16) => /kemer
18:31:6 | Freezer3543(23): Tamam reis biliyorum sakasýna dedim alýndýysan kusura bakma
18:31:6 | [CMD] Necdet03(22) => /work
18:31:8 | CluTHeS(15): server mükemmel
18:31:11 | TEXAST5(17): yok la 
18:31:12 | [CMD] Necdet03(22) => /tamir
18:31:13 | CluTHeS(15): yeni geldim 
18:31:17 | TEXAST5(17): normaldede söylüyorlar 
18:31:18 | [CMD] Moskova_Kurdu(10) => /meslek
18:31:18 | [CMD] swisskobay301(13) => /ogorev 16
18:31:31 | [CMD] H.R.N.(11) => /r aga yýldýzý nasýl yapýyonuz duyuruda
18:31:31 | [LOCAL]Freezer3543(23): Feribotun oraya 150 oducen :D
18:31:31 | [CMD] Freezer3543(23) => /l Feribotun oraya 150 oducen :D
18:31:32 | Konyali42(20): mikemmel anlatmaya gerek yok görüyorsunuz :d
18:31:34 | [CMD] sezzer(18) => /work
18:31:34 | [CMD] H.R.N.(11) => /work
18:31:34 | [CMD] Konyali42(20) => /work
18:31:35 | CluTHeS(15): hýz limitini çok sevdim
18:31:36 | [CMD] [TR]MaroNBeReTSs(16) => /tamir
18:31:40 | [CMD] Moskova_Kurdu(10) => /r Þu * 
18:31:41 | Necdet03(22): limiti?
18:31:43 | [CMD] BeylerBeyi(21) => /admins
18:31:44 | CluTHeS(15): ama gps biraz
18:31:44 | [CMD] Moskova_Kurdu(10) => /duyuru ***
18:31:46 | [CMD] H.R.N.(11) => /r ha ok
18:31:49 | [CMD] BeylerBeyi(21) => /d lucifer ne zaman gelir
18:31:50 | [LOCAL]Axefi(12): belki orayada buluruz beleþ geçiþ :D
18:31:50 | [CMD] Axefi(12) => /l belki orayada buluruz beleþ geçiþ :D
18:31:50 | [CMD] Moskova_Kurdu(10) => /r deðilmiþ
18:31:52 | [CMD] TEXAST5(17) => /work 
18:31:53 | [CMD] Moskova_Kurdu(10) => /r Q:WEq 
18:31:56 | Necdet03(22): hýz limiti nasý koycaz
18:32:0 | [LOCAL]Axefi(12): motorla varda bunla zor :D
18:32:0 | [CMD] Axefi(12) => /l motorla varda bunla zor :D
18:32:0 | CluTHeS(15): koymuyon
18:32:1 | [CMD] Konyali42(20) => /work
18:32:2 | [LOCAL]Freezer3543(23): Oraya tek yol ordan geciyo
18:32:2 | [CMD] Freezer3543(23) => /l Oraya tek yol ordan geciyo
18:32:3 | H.R.N.(11): motorlar karýþtý :D
18:32:4 | CluTHeS(15): yolda söylüyor
18:32:8 | [CMD] Moskova_Kurdu(10) => /duyuru ...**
18:32:8 | Necdet03(22): ha
18:32:9 | TEXAST5(17): radar 
18:32:12 | [CMD] Moskova_Kurdu(10) => /r Nope
18:32:14 | [CMD] DarkFlow(6) => /wwork
18:32:15 | CluTHeS(15): aynn
18:32:16 | [CMD] DarkFlow(6) => /work
18:32:17 | [CMD] Moskova_Kurdu(10) => /dorseget 440
18:32:20 | Necdet03(22): pardon
18:32:21 | Konyali42(20): necdet
18:32:22 | sezzer(18): deli gibi pizza daðýtýyoz :D
18:32:23 | [CMD] DangerTr07(14) => /R mert sayemde banida kaptin xD 
18:32:24 | Konyali42(20): ula :D
18:32:26 | Necdet03(22): :d
18:32:27 | [CMD] Moskova_Kurdu(10) => /r .d 
18:32:28 | [CMD] Necdet03(22) => /rescue
18:32:29 | Freezer3543(23): Az siz yiyin la qweqwe
18:32:30 | [CMD] H.R.N.(11) => /work
18:32:32 | [CMD] DangerTr07(14) => /R tebrik eder insan 
18:32:38 | [CMD] Moskova_Kurdu(10) => /r Sen faceye gidince AMdin dedi
18:32:39 | [CMD] TEXAST5(17) => /work 
18:32:43 | [CMD] Moskova_Kurdu(10) => /r Banlýcaktým zaten o zaman
18:32:45 | [CMD] Moskova_Kurdu(10) => /work
18:32:47 | [LOCAL]Axefi(12): ha doðru ora tek geçiþti :D
18:32:47 | [CMD] Axefi(12) => /l ha doðru ora tek geçiþti :D
18:32:48 | [CMD] Konyali42(20) => /work
18:32:48 | [CMD] DangerTr07(14) => /r amdin biz degiliz hüseyin ÇQ:WEÇQE 
18:32:49 | [CMD] Moskova_Kurdu(10) => /fly
18:32:55 | CluTHeS(15): kýrmýzýda geçince biþi olmuyo dimi
18:32:58 | [CMD] Moskova_Kurdu(10) => /r yazýþ þekli 
18:32:58 | Necdet03(22): yok
18:33:1 | [CMD] H.R.N.(11) => /work
18:33:2 | Necdet03(22): keþke olsa
18:33:2 | TEXAST5(17): olmuyor @15 bey 
18:33:3 | [CMD] Moskova_Kurdu(10) => /r AMdin
18:33:4 | [CMD] DangerTr07(14) => /r Hüseyin <3
18:33:5 | [CMD] [TR]MaroNBeReTSs(16) => /tamir
18:33:12 | Freezer3543(23): Olmasýn la
18:33:12 | [CMD] HeRquL(0) => /musait
18:33:13 | Necdet03(22): oha
18:33:13 | DarkFlow(6) oyundan cIktI (Hata/Crash) (IP: 85.103.185.247)
18:33:15 | [CMD] HeRquL(0) => /work
18:33:18 | Necdet03(22): maron
18:33:18 | [CMD] Konyali42(20) => /work
18:33:18 | sezzer(18): dark hileyle daðýtma he düzgün daðýt
18:33:19 | [CMD] [TR]MaroNBeReTSs(16) => /tamir
18:33:20 | Necdet03(22): nabýyosun?
18:33:24 | [CMD] Necdet03(22) => /work
18:33:30 | [CMD] HeRquL(0) => /asay2 ~r~]lahmacun]~w~werine
18:33:31 | [CMD] H.R.N.(11) => /work
18:33:34 | CluTHeS(15): kastamonuya geldim
18:33:36 | [CMD] Freezer3543(23) => /araba
18:33:37 | sezzer(18): araç res plz
18:33:38 | [LOCAL]Axefi(12): iyi 1500 çok deilmiþ :D
18:33:38 | [CMD] Axefi(12) => /l iyi 1500 çok deilmiþ :D
18:33:41 | [CMD] Freezer3543(23) => /araba
18:33:45 | [CMD] Konyali42(20) => /work
18:33:49 | CluTHeS(15): bayraga geldim napçam
18:33:51 | [CMD] [TR]MaroNBeReTSs(16) => /tamir
18:33:55 | sezzer(18): araç res plz
18:33:56 | HeRquL(0): bakýyorumda pizzacýlýkda hiç sesiniz çýkmýyor :Dw
18:33:57 | [CMD] sezzer(18) => /work
18:33:57 | CluTHeS(15): bayraga geldim napçam yanda 2543m yazýyor
18:33:59 | Necdet03(22): orda ek yol olcak map dýþý ordan gitcen
18:33:59 | TEXAST5(17): araç res geliyor 
18:34:1 | [CMD] TEXAST5(17) => /a mosko 
18:34:2 | CluTHeS(15): bayraga geldim napçam yanda 2543m yazýyor
18:34:5 | [CMD] Moskova_Kurdu(10) => /a he 
18:34:6 | DarkFlow(6) oyuna girdi [IP: 85.103.185.247]
18:34:8 | [CMD] swisskobay301(13) => /ogorev 12
18:34:11 | [CMD] TEXAST5(17) => /a pizzalarý /fly ilemi degýtýyon 
18:34:15 | Necdet03(22): orda ek yol olcak map dýþý ordan gitcen
18:34:15 | [CMD] Moskova_Kurdu(10) => /a hyr .d
18:34:16 | [CMD] HeRquL(0) => /r @15 e yardým ediniz
18:34:16 | sezzer(18): gelsin
18:34:18 | [CMD] swisskobay301(13) => /ogorev 12
18:34:20 | [CMD] TEXAST5(17) => /respawncars 
18:34:20 | 
18:34:21 | [CMD] TEXAST5(17) => /cantazele 
18:34:22 | [CMD] H.R.N.(11) => /work
18:34:22 | [LOCAL]Axefi(12): :D
18:34:22 | [CMD] Axefi(12) => /l :D
18:34:23 | [CMD] TEXAST5(17) => /atamir 
18:34:24 | [CMD] swisskobay301(13) => /gobus
18:34:27 | DarkFlow(6) Pizzaci olarak spawn oldu.
18:34:27 | [CMD] Moskova_Kurdu(10) => /dorseget 440
18:34:31 | [CMD] Konyali42(20) => /work
18:34:31 | [CMD] TEXAST5(17) => /work 
18:34:34 | [CMD] Moskova_Kurdu(10) => /a yalan 
18:34:35 | [CMD] DangerTr07(14) => /r id 15 yok
18:34:35 | sezzer(18): gelsin
18:34:35 | [CMD] H.R.N.(11) => /goto 0
18:34:37 | [CMD] swisskobay301(13) => /buybus
18:34:37 | [CMD] sezzer(18) => /work
18:34:39 | [CMD] DangerTr07(14) => /R aa varmiþ
18:34:39 | [CMD] Moskova_Kurdu(10) => /a kesinlikle yalan 
18:34:40 | sezzer(18): fail
18:34:42 | [CMD] Moskova_Kurdu(10) => /work
18:34:45 | CluTHeS(15): map ayarlama süper 
18:34:46 | [CMD] HeRquL(0) => /dorseget 457
18:34:46 | [CMD] DarkFlow(6) => /work
18:34:47 | [CMD] H.R.N.(11) => /goto 15
18:34:48 | [CMD] BeylerBeyi(21) => /d rastgelemi
18:34:50 | [CMD] swisskobay301(13) => /rescue
18:34:52 | [CMD] [TR]MaroNBeReTSs(16) => /araba
18:34:52 | [CMD] Konyali42(20) => /d evet
18:34:52 | Freezer3543(23): Anladýk la sw kusursuz qwewqe
18:34:54 | [CMD] Necdet03(22) => /work
18:34:55 | H.R.N.(11): clut neresi diyo
18:34:56 | DangerTr07(14): pizzacilara ölüm 
18:34:57 | [CMD] Moskova_Kurdu(10) => /a bi kaç tane yapmýþ olabilirim ama 
18:34:58 | [LOCAL]Axefi(12): feribotun nitrosunu aç aþþaðýdan :D
18:34:58 | [CMD] Axefi(12) => /l feribotun nitrosunu aç aþþaðýdan :D
18:34:59 | [CMD] HeRquL(0) => /r id 15 var
18:34:59 | [CMD] [TR]MaroNBeReTSs(16) => /modifiye
18:35:0 | [CMD] BeylerBeyi(21) => /asay Ýstek Þarký Olmadýðý Ýçin Rastgele Açýlmýþtýr...
18:35:0 | [CMD] [TR]MaroNBeReTSs(16) => /modifiye
18:35:0 | [CMD] BeylerBeyi(21) => /asay Ýstek Þarký Ýçin " /isteksarki <id>" Komutu Ýle Bize Bildirebilirsiniz...
18:35:1 | [CMD] swisskobay301(13) => /ogorev 12
18:35:1 | [CMD] Konyali42(20) => /work
18:35:3 | sezzer(18): ya boþ yapma boþ insan
18:35:4 | [CMD] swisskobay301(13) => /yerbul 12
18:35:5 | TEXAST5(17): @15 bey serverimizi favorilere eklemeyi unutmayýnýz 
18:35:5 | [LOCAL]Freezer3543(23): Yok ki qweqweqwe
18:35:5 | [CMD] Freezer3543(23) => /l Yok ki qweqweqwe
18:35:6 | [CMD] [TR]MaroNBeReTSs(16) => /kemer
18:35:6 | [CMD] BeylerBeyi(21) => /tamir
18:35:6 | sezzer(18): boþ danger
18:35:7 | Necdet03(22): arkadaþlar pizzanýn içine tükürdüm :DD
18:35:8 | [CMD] H.R.N.(11) => /pm 15 nereyi diyo meslekte
18:35:8 | [CMD] DangerTr07(14) => /uyeal
18:35:9 | [CMD] sezzer(18) => /work
18:35:10 | [CMD] DangerTr07(14) => /uyeal 7 
18:35:11 | [CMD] HeRquL(0) => /work
18:35:13 | [CMD] DangerTr07(14) => /Slap 18 
18:35:13 | Freezer3543(23): Hatýrladým o haberi qweqwe
18:35:15 | DangerTr07(14): al sana 
18:35:16 | Necdet03(22): .sd
18:35:18 | sezzer(18): aha tokatý yedik
18:35:23 | [CMD] swisskobay301(13) => /admins
18:35:23 | DangerTr07(14): acidimi kanka 
18:35:25 | [CMD] H.R.N.(11) => /r adam cevap vermiyoki
18:35:26 | BeylerBeyi(21): @15 /kurallar ý okuyarak 30k ve 5 skor alabilirsiniz
18:35:28 | sezzer(18): knk çok acýdý la
18:35:30 | [CMD] Konyali42(20) => /work
18:35:31 | [CMD] BeylerBeyi(21) => /kurallar
18:35:32 | [CMD] TEXAST5(17) => /work 
18:35:33 | Necdet03(22): lagmý var
18:35:35 | DangerTr07(14): oyþ kýyamam 
18:35:35 | [CMD] swisskobay301(13) => /pm 17 suçlu haritada gözükmüyo ne yapabilirim bu konuda ?
18:35:35 | [CMD] CluTHeS(15) => /kurallar
18:35:40 | [LOCAL]H.R.N.(11): nereyi arýyon
18:35:40 | [CMD] H.R.N.(11) => /l nereyi arýyon
18:35:41 | [CMD] [TR]MaroNBeReTSs(16) => /tamir
18:35:41 | [CMD] Moskova_Kurdu(10) => /work
18:35:45 | [LOCAL]H.R.N.(11): nereyi arýyon
18:35:45 | [CMD] H.R.N.(11) => /l nereyi arýyon
18:35:46 | [CMD] TEXAST5(17) => /pm 13 suçlular kýrmýzý renk ile gözükür 
18:35:47 | [CMD] DarkFlow(6) => /work
18:35:48 | [CMD] [TR]MaroNBeReTSs(16) => /tamir
18:35:48 | [LOCAL]Freezer3543(23): dur 
18:35:48 | [CMD] Freezer3543(23) => /l dur 
18:35:50 | CluTHeS(15): kastamonu yeni sanayi
18:35:51 | Necdet03(22): lagmý var
18:35:53 | CluTHeS(15): kastamonu yeni sanayi
18:35:54 | [LOCAL]H.R.N.(11): saðda ismi yazar
18:35:54 | [CMD] H.R.N.(11) => /l saðda ismi yazar
18:35:56 | [CMD] swisskobay301(13) => /pm 17 biliyorum ama gözükmüyo
18:35:56 | [CMD] Konyali42(20) => /work
18:35:57 | [LOCAL]H.R.N.(11): saðda ismi yazar
18:35:57 | [CMD] H.R.N.(11) => /l saðda ismi yazar
18:35:57 | [LOCAL]Freezer3543(23): dur bi la
18:35:57 | [CMD] Freezer3543(23) => /l dur bi la
18:36:0 | [CMD] Moskova_Kurdu(10) => /rehberler
