0:0:1 | [CMD] Madness(31) => /tamir
17:39:8 | [CMD] H.R.N.(25) => /l ne vardý?
17:39:8 | {FFCC00}TheS1LKENAdam(19) {FFFFFF}Kamyoncu olarak spawn oldu.
17:39:10 | [CMD] TheS1LKENAdam(19) => /sac
17:39:13 | [CMD] TheS1LKENAdam(19) => /admgiris
17:39:14 | [CMD] gorkemu24(20) => /otur
17:39:14 | Konyali42(24): yanlis kasa
17:39:16 | [CMD] gorkemu24(20) => /otur
17:39:16 | [CMD] TheS1LKENAdam(19) => /sa
17:39:18 | [CMD] Hic(10) => /as
17:39:20 | [CMD] turgut06(12) => /tamir
17:39:20 | [CMD] nik0tin(11) => /as 
17:39:20 | [CMD] TheS1LKENAdam(19) => /djler
17:39:20 | [CMD] H.R.N.(25) => /as
17:39:20 | [CMD] Berkay08(26) => /as
17:39:22 | Moskova_Kurdu(7):  /kasabirak
17:39:22 | Berkay08(26): hg
17:39:23 | [CMD] turgut06(12) => /cevir
17:39:24 | [CMD] TheS1LKENAdam(19) => /admins
17:39:26 | Konyali42(24): olmuyor
17:39:27 | [CMD] turgut06(12) => /modifiye
17:39:28 | TheS1LKENAdam(19): H.b
17:39:28 | [CMD] Konyali42(24) => /kasabirak
17:39:30 | [LOCAL]oktayacar(6): 4m lik ev dýþý luks içi de guzel bi satýlýk evc varmý
17:39:30 | [CMD] oktayacar(6) => /l 4m lik ev dýþý luks içi de guzel bi satýlýk evc varmý
17:39:32 | ozantr12345(23): kargocu olacak
17:39:33 | [CMD] TheS1LKENAdam(19) => /rehberler
17:39:35 | Konyali42(24): it beni
17:39:35 | [CMD] gorkemu24(20) => /otur
17:39:36 | [CMD] turgut06(12) => /admins
17:39:36 | ozantr12345(23): kargocu olacak
17:39:37 | [CMD] gorkemu24(20) => /otur
17:39:39 | Konyali42(24): it beni
17:39:40 | [CMD] Konyali42(24) => /kasabirak
17:39:41 | @Ali(13): para atýcak varmý
17:39:43 | turgut06(12): admin
17:39:45 | nik0tin(11): evet 
17:39:45 | WoWNABER(17) oyuna girdi [IP: 85.109.75.196]
17:39:46 | turgut06(12): ben buraya takýldým
17:39:46 | TheS1LKENAdam(19): Yardýma Ýhtiycý Olan Var mý?
17:39:49 | [LOCAL]oktayacar(6): 4mlik güzel ev
17:39:49 | [CMD] oktayacar(6) => /l 4mlik güzel ev
17:39:49 | [LOCAL]H.R.N.(25): evler fiyatýna göre standat
17:39:49 | [CMD] H.R.N.(25) => /l evler fiyatýna göre standat
17:39:51 | turgut06(12): kurtarýrmýsýn
17:39:51 | [CMD] nik0tin(11) => /asay Yeni Baþlayan Oyuncularýmýz "/kurallar" Kabul Ederek 5 Skor 30.000$ Alabilirler.   
17:39:52 | [CMD] nik0tin(11) => /asay Vip-Skor-Para-Þirket Vb Ürünler Almak Ýstiyorsanýz www.trucksamp.com ' dan Alabilirsiniz    
17:39:52 | [LOCAL]oktayacar(6): 4mlik güzel ev
17:39:52 | [CMD] oktayacar(6) => /l 4mlik güzel ev
17:39:52 | [CMD] nik0tin(11) => /asay Kendi Oyun Chatinizi Silmek Ýstiyorsanýz "/pcc" Kullanabilirsiniz.       
17:39:53 | [CMD] nik0tin(11) => /asay Oyunda Bir Hileci Yada Oyununuzu Sabote Eden Birisi Var Ýse "/rapor <id> <sebep> Kullanabilirsiniz.     
17:39:53 | emirhanertem(18): mafyalar bekliyom asýrý yuklu týr rehber gel yanýma yol tarift et
17:39:54 | sezzer(15): napýyonuz la
17:39:55 | [CMD] gorkemu24(20) => /otur
17:39:58 | [LOCAL]oktayacar(6): güzel ev
17:39:58 | [CMD] oktayacar(6) => /l  güzel ev
17:39:59 | Konyali42(24): afk olacak yeri buluyon ha
17:40:0 | [LOCAL]H.R.N.(25): 4m evlerin hepsi ayný oluyo içi
17:40:0 | [CMD] H.R.N.(25) => /l 4m evlerin hepsi ayný oluyo içi
17:40:1 | Moskova_Kurdu(7): alta gitti oyun :D
17:40:1 | emirhanertem(18): oo sezzer gelmis
17:40:2 | {FFCC00}WoWNABER(17) {FFFFFF}Kamyoncu olarak spawn oldu.
17:40:2 | [CMD] Berkay08(26) => /work
17:40:4 | [LOCAL]oktayacar(6): güzel ev gösterir misin
17:40:4 | [CMD] oktayacar(6) => /l  güzel ev gösterir misin
17:40:6 | [CMD] nik0tin(11) => /goto 12 
17:40:6 | [CMD] turgut06(12) => /cevir
17:40:8 | @Ali(13): ben istiyorm yardým
17:40:9 | [LOCAL]gorkemu24(20): müsait deðilim yap admýnler ugrasmasýn senle
17:40:9 | [CMD] gorkemu24(20) => /l müsait deðilim yap admýnler ugrasmasýn senle
17:40:10 | [LOCAL]turgut06(12): abi 
17:40:10 | [CMD] turgut06(12) => /l abi 
17:40:10 | [LOCAL]oktayacar(6): sür
17:40:10 | [CMD] oktayacar(6) => /l sür
17:40:10 | [CMD] TheS1LKENAdam(19) => /a araba park etme bugu giderildimi
17:40:12 | [LOCAL]turgut06(12): yardim
17:40:12 | [CMD] turgut06(12) => /l yardim
17:40:12 | [LOCAL]oktayacar(6): güzel ev gösterir misin
17:40:12 | [CMD] oktayacar(6) => /l  güzel ev gösterir misin
17:40:14 | Jodor(21) oyuna girdi [IP: 95.7.126.130]
17:40:15 | [LOCAL]H.R.N.(25): þehiri gezip bulman lazým gösterem
17:40:15 | [CMD] H.R.N.(25) => /l þehiri gezip bulman lazým gösterem
17:40:15 | [CMD] Moskova_Kurdu(7) => /a o ne 
17:40:17 | [CMD] Hic(10) => /musait
17:40:20 | [LOCAL]Hic(10): okey
17:40:20 | [CMD] Hic(10) => /l okey
17:40:20 | [CMD] [eN]Overlord(9) => /stats
17:40:21 | [CMD] Sahildeniz(16) => /tamir
17:40:21 | [CMD] nik0tin(11) => /a yanýma gelsin biri 
17:40:24 | [CMD] Sahildeniz(16) => /tamir
17:40:24 | 
17:40:25 | [CMD] WoWNABER(17) => /market
17:40:27 | [CMD] TheS1LKENAdam(19) => /goto 11
17:40:27 | [CMD] oktayacar(6) => /kemer
17:40:27 | {FFCC00}Jodor(21) {FFFFFF}Kamyoncu olarak spawn oldu.
17:40:28 | [CMD] Moskova_Kurdu(7) => /a siken git
17:40:28 | [CMD] nik0tin(11) => /fly 
17:40:29 | [CMD] Jodor(21) => /sa
17:40:31 | ozantr12345(23): jodor
17:40:32 | [CMD] H.R.N.(25) => /as
17:40:32 | [CMD] gorkemu24(20) => /as
17:40:32 | [CMD] Hic(10) => /as
17:40:35 | [CMD] Konyali42(24) => /tamir
17:40:40 | [LOCAL]nik0tin(11): bekle 
17:40:40 | [CMD] nik0tin(11) => /l bekle 
17:40:40 | ozantr12345(23): qnq
17:40:41 | [CMD] WoWNABER(17) => /kurallar
17:40:43 | [LOCAL]turgut06(12): yola cek abi 
17:40:43 | [CMD] turgut06(12) => /l yola cek abi 
17:40:43 | ozantr12345(23): qnq
17:40:44 | emirhanertem(18): rehber gelirmsin kardesim
17:40:45 | [CMD] TheS1LKENAdam(19) => /as
17:40:46 | [CMD] nik0tin(11) => /meslek 
17:40:49 | {FFCC00}nik0tin(11) Otobus Soforu olarak spawn oldu.
17:40:50 | [CMD] Sahildeniz(16) => /work
17:40:51 | ozantr12345(23): qnq
17:40:53 | @Ali(13): silkena adam 1m atarmsn
17:40:53 | [CMD] nik0tin(11) => /goto 12 
17:40:54 | [CMD] Hic(10) => /r Harun adam bekliyo
17:40:58 | ozantr12345(23): hic
17:40:58 | [CMD] nik0tin(11) => /fly 
17:41:0 | Hic(10): ?
17:41:4 | [CMD] Jodor(21) => /sirket
17:41:4 | oktayacar(6): ?
17:41:5 | ozantr12345(23): kargocu olrmsn qnq
17:41:7 | [CMD] TheS1LKENAdam(19) => /uyar 13 Yetkiliden Para Ýstemek
17:41:7 | [CMD] H.R.N.(25) => /r birine biþey gösteriyorum
17:41:8 | [LOCAL]nik0tin(11): in bi 
17:41:8 | [CMD] nik0tin(11) => /l in bi 
17:41:10 | [CMD] H.R.N.(25) => /sorular
17:41:11 | Hic(10): knk gorek ile yapýyom kb
17:41:13 | emirhanertem(18): jqwjdqwjdqw
17:41:13 | [CMD] Hic(10) => /work
17:41:14 | emirhanertem(18): rehber gelirmsin kardesim
17:41:15 | [CMD] TheS1LKENAdam(19) => /a uyarý sayýlýyor dimi
17:41:18 | Hic(10): gorkem*
17:41:19 | [CMD] nik0tin(11) => /goto 19 
17:41:20 | [CMD] Moskova_Kurdu(7) => /A evet
17:41:21 | [LOCAL]Hic(10): sen kassana az
17:41:21 | [CMD] Hic(10) => /l sen kassana az
17:41:23 | [LOCAL]turgut06(12): aib
17:41:23 | [CMD] turgut06(12) => /l aib
17:41:25 | [LOCAL]turgut06(12): slap at
17:41:25 | [CMD] turgut06(12) => /l slap at
17:41:27 | [LOCAL]gorkemu24(20): ver arabayý
17:41:27 | [CMD] gorkemu24(20) => /l ver arabayý
17:41:27 | [CMD] nik0tin(11) => /tele 12
17:41:31 | [CMD] nik0tin(11) => /tele 12 19 
17:41:31 | [CMD] iYasinBey(14) => /kemer
17:41:31 | H.R.N.(25): emir 1 dk 
17:41:31 | ozantr12345(23): oktay
17:41:32 | [eN]Overlord(9): admin
17:41:32 | [LOCAL]Hic(10): þu emire gidem
17:41:32 | [CMD] Hic(10) => /l þu emire gidem
17:41:33 | [CMD] gorkemu24(20) => /rescue
17:41:34 | oktayacar(6): efm
17:41:35 | emirhanertem(18): rehber gelirmsin kardesim
17:41:36 | [LOCAL]turgut06(12): saðol admin abi
17:41:36 | [CMD] turgut06(12) => /l saðol admin abi
17:41:36 | TheS1LKENAdam(19): Evet
17:41:37 | H.R.N.(25): emir 1 dk 
17:41:37 | [eN]Overlord(9): iki ev alabilri miyiz
17:41:38 | [CMD] Hic(10) => /goto 18
17:41:39 | [CMD] gorkemu24(20) => /goreviptal
17:41:40 | [SirketCHT] Jodor(21): ! konvoy nerede
17:41:41 | [CMD] nik0tin(11) => /a hay 
17:41:41 | [CMD] Hic(10) => /kemer
17:41:41 | [LOCAL]turgut06(12): otobüs nere gitti
17:41:41 | [CMD] turgut06(12) => /l otobüs nere gitti
17:41:43 | [SirketCHT] Konyali42(24): ! docks
17:41:44 | TheS1LKENAdam(19): Evet
17:41:44 | [CMD] Hic(10) => /tamir
17:41:46 | TheS1LKENAdam(19): alabilirsin
17:41:46 | ozantr12345(23): kargocu olsana 10 skor veriyor
17:41:47 | [CMD] Berkay08(26) => /work
17:41:47 | [CMD] gorkemu24(20) => /rescue
17:41:48 | ozantr12345(23): kargocu olsana 10 skor veriyor
17:41:48 | Moskova_Kurdu(7): alabilirsin +9 
17:41:50 | [LOCAL]oktayacar(6): ev iðrenç bune
17:41:50 | [CMD] oktayacar(6) => /l ev iðrenç bune
17:41:51 | [LOCAL]nik0tin(11): respawn oldu 
17:41:51 | [CMD] nik0tin(11) => /l respawn oldu 
17:41:51 | Hic(10): Burda ne arýyon ?
17:41:56 | Moskova_Kurdu(7): Maksimum 3 ev 
17:41:56 | [SirketCHT] Jodor(21): ! tamam harbourda buluþuruz
17:41:59 | [LOCAL]H.R.N.(25): tek tek gezmen lazým belirli yerde deðiller
17:41:59 | [CMD] H.R.N.(25) => /l tek tek gezmen lazým belirli yerde deðiller
17:42:2 | [SirketCHT] Konyali42(24): ! tm
17:42:3 | [LOCAL]turgut06(12): :( okadar geldiydim 502m kaldýydý
17:42:3 | [CMD] turgut06(12) => /l :( okadar geldiydim 502m kaldýydý
17:42:5 | @Ali(13): para atabilcek varmý lütfen 500k bile olabilir
17:42:5 | [LOCAL]gorkemu24(20): atla
17:42:5 | [CMD] gorkemu24(20) => /l atla
17:42:6 | [LOCAL]oktayacar(6): tm
17:42:6 | [CMD] oktayacar(6) => /l tm
17:42:7 | [CMD] oktayacar(6) => /sac
17:42:8 | [LOCAL]H.R.N.(25): bende bilmiyorum evim yok saten :D
17:42:8 | [CMD] H.R.N.(25) => /l bende bilmiyorum evim yok saten :D
17:42:13 | [CMD] gorkemu24(20) => /work
17:42:14 | [eN]Overlord(9): oh be
17:42:15 | [CMD] Moskova_Kurdu(7) => /Aka 17
17:42:16 | Hic(10): Sorun nedir ?
17:42:17 | emirhanertem(18): 5F consityorsn site
17:42:18 | [LOCAL]ozantr12345(23): hemen 4 görev yapalým
17:42:18 | [CMD] ozantr12345(23) => /l  hemen 4 görev yapalým
17:42:18 | nik0tin(11) turgut06(12)'a 250000$ para gönderdi
17:42:18 | [CMD] nik0tin(11) => /paragonder 12 250000 
17:42:21 | [LOCAL]turgut06(12): 1000$ kesti
17:42:21 | [CMD] turgut06(12) => /l 1000$ kesti
17:42:21 | [LOCAL]ozantr12345(23): iptal etme
17:42:21 | [CMD] ozantr12345(23) => /l iptal etme
17:42:22 | [CMD] Moskova_Kurdu(7) => /bangor PENEZ
17:42:23 | [CMD] H.R.N.(25) => /goto 18
17:42:23 | Hic(10): gel
17:42:24 | [eN]Overlord(9): topladým paramý be
17:42:24 | [CMD] sezzer(15) => /convoy
17:42:24 | [LOCAL]turgut06(12): Saðol admin abi 
17:42:24 | [CMD] turgut06(12) => /l Saðol admin abi 
17:42:25 | [CMD] Moskova_Kurdu(7) => /bangor sabbah
17:42:26 | [SirketCHT] Jodor(21): ! pazar günü þirket yetkilisi olacaksýn. hayýrlý olsun :)
17:42:28 | [CMD] H.R.N.(25) => /goto 18
17:42:28 | [CMD] sezzer(15) => /c dockdayý
17:42:28 | emirhanertem(18): lann
17:42:29 | [CMD] Moskova_Kurdu(7) => /bangor babanaber
17:42:29 | [LOCAL]nik0tin(11): hadi kg 
17:42:29 | [CMD] nik0tin(11) => /l hadi kg 
17:42:32 | oktayacar(6): oha H.R.N. 69 hasar ile veriyon yuhh
17:42:32 | [LOCAL]turgut06(12): eyv
17:42:32 | [CMD] turgut06(12) => /l eyv
17:42:32 | [SirketCHT] Konyali42(24): ! eyv
17:42:32 | [eN]Overlord(9): þimdi ev almaya
17:42:32 | oktayacar(6): oha H.R.N. 69 hasar ile veriyon yuhh
17:42:33 | emirhanertem(18): wtf
17:42:35 | [CMD] turgut06(12) => /rescue
17:42:38 | Hic(10): Knk naptýn bea ?
17:42:39 | [eN]Overlord(9): @18 wtf yasak
17:42:41 | [CMD] oktayacar(6) => /rescue
17:42:43 | [CMD] Jodor(21) => /sirketdorse
17:42:45 | [CMD] nik0tin(11) => /a 3 level olsak bi yav 
17:42:47 | [CMD] Moskova_Kurdu(7) => /a siken uyar
17:42:49 | emirhanertem(18): ok patron
17:42:49 | H.R.N.(25): emir nereyi arýyon
17:42:51 | [CMD] nik0tin(11) => /a adam çekemiyoruz 
17:42:52 | [CMD] TheS1LKENAdam(19) => /a tm
17:42:52 | Hic(10): Tren gleiyo
17:42:52 | [CMD] turgut06(12) => /report 18 wtf yasak mýþ
17:42:55 | Konyali42(24) oyundan cIktI (Hata/Crash) (IP: 77.176.233.153)
17:42:57 | [CMD] H.R.N.(25) => /r hic ben gösterem istersen
17:43:1 | [CMD] TheS1LKENAdam(19) => /uyar 18 WTF yasak
17:43:1 | Hic(10): Sf Construction site
17:43:2 | [CMD] turgut06(12) => /kemer
17:43:2 | [CMD] [eN]Overlord(9) => /tamir
17:43:4 | emirhanertem(18): 5f contsotru site
17:43:5 | [CMD] turgut06(12) => /work
17:43:6 | Konyali42(22) oyuna girdi [IP: 77.176.233.153]
17:43:8 | [CMD] turgut06(12) => /goreviptal
17:43:9 | [eN]Overlord(9): SF
17:43:9 | [CMD] turgut06(12) => /work
17:43:10 | [eN]Overlord(9): owa
17:43:11 | [CMD] turgut06(12) => /goreviptal
17:43:11 | [CMD] Jodor(21) => /work
17:43:11 | [CMD] turgut06(12) => /work
17:43:12 | H.R.N.(25): hmm düz devam emir
17:43:13 | 
17:43:15 | [CMD] Berkay08(26) => /asay istek þarký olmadýðý için rastgele açýlmýþtýr...
17:43:17 | {FFCC00}Konyali42(22) {FFFFFF}Kamyoncu olarak spawn oldu.
17:43:17 | Moskova_Kurdu(7): Jodor
17:43:18 | [CMD] nik0tin(11) => /dtemizle 
17:43:20 | [CMD] Berkay08(26) => /asay istek þarký için /isteksarki >id> yazýp bizlere iletebilirsiniz...
17:43:20 | [CMD] Berkay08(26) => /asay forum sayfamýz:www.trucksamp.com/forum
17:43:21 | ozantr12345(23):                                            
17:43:21 | H.R.N.(25): emir raydan devam
17:43:22 | Moskova_Kurdu(7): Gelicen mi konvoya
17:43:22 | Konyali42(22): hay senin crashine
17:43:26 | [CMD] TheS1LKENAdam(19) => /a furkan bey
17:43:29 | [CMD] Berkay08(26) => /work
17:43:29 | [CMD] Konyali42(22) => /rescue
17:43:32 | [CMD] TheS1LKENAdam(19) => /a arabalarý park ediyordk ya 
17:43:33 | Moskova_Kurdu(7): Jodor
17:43:34 | [ANTIHACK] Þüpheli WoWNABER(17) => Can-Hilesi
17:43:38 | @Ali(13): ben gelcem
17:43:38 | [CMD] nik0tin(11) => /a evet 
17:43:39 | Konyali42(22): jodor ve ben harbourdan katiliriz
17:43:40 | [LOCAL]H.R.N.(25): sað
17:43:40 | [CMD] H.R.N.(25) => /l sað
17:43:40 | Jodor(21): harbourda katýlacam size
17:43:41 | [CMD] nik0tin(11) => /spec 17 
17:43:43 | [LOCAL]gorkemu24(20): týrcýlýk sýkýyor be adamý
17:43:43 | [CMD] gorkemu24(20) => /l týrcýlýk sýkýyor be adamý
17:43:44 | Moskova_Kurdu(7): tm
17:43:45 | [CMD] TheS1LKENAdam(19) => /a girdiðimizde sýfýrlanýyordu
17:43:47 | Hic(10): Burasý
17:43:48 | [LOCAL]ozantr12345(23): he yaw
17:43:48 | [CMD] ozantr12345(23) => /l he yaw
17:43:49 | [LOCAL]gorkemu24(20): en sýkýcý iþ
17:43:49 | [CMD] gorkemu24(20) => /l en sýkýcý iþ
17:43:52 | [LOCAL]ozantr12345(23): bi 6k olam
17:43:52 | [CMD] ozantr12345(23) => /l bi 6k olam
17:43:52 | [KICK] nik0tin(11), emirhanertem(18)'i sunucudan attý. Sebep: Hile KUllanýmý 
17:43:52 | [CMD] nik0tin(11) => /kick 18 Hile KUllanýmý 
17:43:52 | emirhanertem(18) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:43:52 | [CMD] TheS1LKENAdam(19) => /a o bug giderildimi
17:43:56 | [LOCAL]H.R.N.(25): kg
17:43:56 | [CMD] H.R.N.(25) => /l kg
17:43:56 | [CMD] Moskova_Kurdu(7) => /C Baþlat
17:43:59 | Hic(10): Doresesi gitti adamýn
17:44:1 | [CMD] Jodor(21) => /sirket
17:44:3 | [CMD] [eN]Overlord(9) => /tamir
17:44:5 | [KICK] nik0tin(11), WoWNABER(17)'i sunucudan attý. Sebep: Hile Kullanýmý 
17:44:5 | [CMD] nik0tin(11) => /kick 17 Hile Kullanýmý 
17:44:6 | WoWNABER(17) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
17:44:6 | {FFCC00}nik0tin(11) Otobus Soforu olarak spawn oldu.
17:44:6 | oktayacar(6): bu þarkýnýn adý ne 
17:44:7 | H.R.N.(25): hile adam :D
17:44:8 | [CMD] TheS1LKENAdam(19) => /cantazele
17:44:9 | oktayacar(6): bu þarkýnýn adý ne  idi
17:44:12 | [CMD] Hic(10) => /goto 23
17:44:12 | oktayacar(6): bu þarkýnýn adý ne  idi /sac taki
17:44:13 | turgut06(12): adamlar hile mi açýyor
17:44:13 | [CMD] nik0tin(11) => /a hay ya yanlýþ adamý attým 
17:44:14 | [CMD] H.R.N.(25) => /sac
17:44:14 | TheS1LKENAdam(19): Ablalar yaz çýkar
17:44:20 | H.R.N.(25):  /djler sor
17:44:20 | [CMD] oktayacar(6) => /ablalar
17:44:21 | ozantr12345(23): ablalar ablalar
17:44:22 | Hic(10): Hemen satmýþsýn
17:44:25 | [CMD] Hic(10) => /asay /rescue Komutu ile mesleðinin spawn noktalarýna ulaþabilirsin...  
17:44:27 | gorkemu24(20): hehehhehe :D
17:44:28 | emirhanertem(17) oyuna girdi [IP: 85.104.192.87]
17:44:31 | oktayacar(6): 1469 muþ
17:44:33 | TheS1LKENAdam(19): Araç Res Geliyor
17:44:34 | [CMD] nik0tin(11) => /a bunada bi 250k atayým 
17:44:34 | gorkemu24(20): 2 görevi kaldý yollucam evýne bekle
17:44:34 | TheS1LKENAdam(19): Araç Res Geliyor
17:44:35 | [CMD] Moskova_Kurdu(7) => /C Baþlat lo
17:44:36 | TheS1LKENAdam(19): Araç Res Geliyor
17:44:38 | 
17:44:39 | [CMD] Jodor(21) => /cevir
17:44:39 | [CMD] H.R.N.(25) => /r 1 saattir uðraþýyoz adam hileymiþ d.
17:44:40 | {FFCC00}emirhanertem(17) {FFFFFF}Kamyoncu olarak spawn oldu.
17:44:41 | [CMD] TheS1LKENAdam(19) => /respawncars
17:44:42 | oktayacar(6): thes1lken
17:44:43 | [CMD] Sahildeniz(16) => /meslek
17:44:43 | [CMD] TheS1LKENAdam(19) => /cantazele
17:44:45 | TheS1LKENAdam(19): Evet
17:44:45 | [CMD] Moskova_Kurdu(7) => /r Yanlýþ attý 
17:44:45 | oktayacar(6): thes1lken gelir misinb
17:44:46 | emirhanertem(17): ben bu oyunun varya
17:44:47 | oktayacar(6): thes1lken gelir misin
17:44:48 | [CMD] Jodor(21) => /getdorse
17:44:48 | [CMD] Sahildeniz(16) => /rescue
17:44:49 | [CMD] TheS1LKENAdam(19) => /goto 6
17:44:51 | [CMD] Sahildeniz(16) => /rescue
17:44:51 | [CMD] nik0tin(11) => /goto 17 
17:44:52 | [CMD] H.R.N.(25) => /r hahah:D
17:44:55 | [CMD] Berkay08(26) => /dtemizle
17:44:56 | @Ali(13): yaw admin abi bi tplensene bana
17:44:57 | [LOCAL]TheS1LKENAdam(19): evet
17:44:57 | [CMD] TheS1LKENAdam(19) => /l evet
17:44:58 | emirhanertem(17): bende hile varmýs cok guzel adminler
17:44:59 | [CMD] Hic(10) => /araba
17:45:0 | [LOCAL]oktayacar(6): bu evin aynýsý yeþil renkte varmý
17:45:0 | [CMD] oktayacar(6) => /l bu evin aynýsý yeþil renkte varmý
17:45:2 | [CMD] H.R.N.(25) => /goto 13
17:45:4 | [LOCAL]nik0tin(11): senin id hileci ile karýþtý 
17:45:4 | [CMD] nik0tin(11) => /l senin id hileci ile karýþtý 
17:45:7 | [LOCAL]oktayacar(6): bu evin aynýsý yeþil renkte varmý satýlýk
17:45:7 | [CMD] oktayacar(6) => /l bu evin aynýsý yeþil renkte varmý satýlýk
17:45:8 | @Ali(13): ben burdan nasil cikaym
17:45:8 | [CMD] Berkay08(26) => /asay istek þarký için /isteksarki >id> yazýp bizlere iletebilirsiniz...
17:45:8 | [CMD] Berkay08(26) => /asay forum sayfamýz:www.trucksamp.com/forum
17:45:9 | [LOCAL]H.R.N.(25): buyur
17:45:9 | [CMD] H.R.N.(25) => /l buyur
17:45:9 | [CMD] Moskova_Kurdu(7) => /C sezzerrrr 
17:45:10 | [CMD] Jodor(21) => /vtamir
17:45:11 | [LOCAL]TheS1LKENAdam(19): Renkleri belli olmuyor 
17:45:11 | [CMD] TheS1LKENAdam(19) => /l Renkleri belli olmuyor 
17:45:14 | [CMD] Berkay08(26) => /work
17:45:14 | sezzer(15): emirhan 2 dk sus para atcam
17:45:14 | [CMD] Sahildeniz(16) => /work
17:45:15 | emirhanertem(17): yuk bitmisti
17:45:16 | sezzer(15): sus
17:45:16 | [LOCAL]oktayacar(6): satýlýk var mý bu evin aynýsýnýn
17:45:16 | [CMD] oktayacar(6) => /l satýlýk var mý bu evin aynýsýnýn
17:45:16 | [LOCAL]nik0tin(11): paraný atcam kusura bakma 
17:45:16 | [CMD] nik0tin(11) => /l paraný atcam kusura bakma 
17:45:17 | [CMD] Konyali42(22) => /afk
17:45:19 | [LOCAL]TheS1LKENAdam(19): valla evler hakkýnda çok bilgim yok
17:45:19 | [CMD] TheS1LKENAdam(19) => /l valla evler hakkýnda çok bilgim yok
17:45:20 | [CMD] sezzer(15) => /c efm
17:45:22 | H.R.N.(25): ali nereyi arýyodun
17:45:25 | [CMD] Moskova_Kurdu(7) => /c baþlat kýz 
17:45:26 | [CMD] gorkemu24(20) => /report 17 birþey yapmýcanýz mý buna
17:45:27 | [CMD] Hic(10) => /asay Yardýma ihtiyacý olan,yolunu kaybeden varmý ? 
17:45:28 | [LOCAL]@Ali(13): dorse cikiyor
17:45:28 | [CMD] @Ali(13) => /l dorse cikiyor
17:45:30 | [CMD] gorkemu24(20) => /work
17:45:31 | emirhanertem(17): o.d delde kardesm
17:45:32 | [CMD] sezzer(15) => /c lider ben deðilim kýz
17:45:33 | turgut06(12): ona atma sezzer abi bana at 
17:45:34 | [CMD] Moskova_Kurdu(7) => /a ben uyarýrým
17:45:37 | turgut06(12): deðmez ona
17:45:37 | [CMD] gorkemu24(20) => /goreviptal
17:45:37 | [CMD] Moskova_Kurdu(7) => /a sensin
17:45:39 | H.R.N.(25): bu dorseler biraz arýzalý kapalý dorse görev yap
17:45:43 | emirhanertem(17): bak akýllý ol
17:45:45 | [CMD] nik0tin(11) => /a suçsuz o 
17:45:45 | [LOCAL]ozantr12345(23): LO ÝPTAL ETME
17:45:45 | [CMD] ozantr12345(23) => /l LO ÝPTAL ETME
17:45:47 | turgut06(12): bana mý dedin 
17:45:48 | oktayacar(6): admin varmý
17:45:50 | [CMD] Moskova_Kurdu(7) => /a ne 
17:45:50 | TheS1LKENAdam(19): Evet
17:45:53 | emirhanertem(17): ne ona degmez
17:45:53 | [CMD] Moskova_Kurdu(7) => /c sensin
17:45:56 | turgut06(12): deðmez tabi
17:45:57 | [CMD] Moskova_Kurdu(7) => /a uyarýyý diom
17:45:58 | emirhanertem(17): hakkým mal herif
17:46:0 | turgut06(12): hem hile açýyon
17:46:0 | [LOCAL]gorkemu24(20): la olum bir sürü yol gitmeyek sabret
17:46:0 | [CMD] gorkemu24(20) => /l la olum bir sürü yol gitmeyek sabret
17:46:1 | oktayacar(6): admin varmý
17:46:2 | [CMD] sezzer(15) => /c lider moskova kurdu yazýyo
17:46:2 | [CMD] nik0tin(11) => /a rapor edilen suçsuz 
17:46:2 | [CMD] [eN]Overlord(9) => /tamir
17:46:2 | [CMD] gorkemu24(20) => /work
17:46:3 | [CMD] TheS1LKENAdam(19) => /uyar 17 Üslup
17:46:3 | emirhanertem(17): hahahaa
17:46:6 | [LOCAL]@Ali(13): nasý cýkýcam :(
17:46:6 | [CMD] @Ali(13) => /l nasý cýkýcam :(
17:46:6 | [CMD] gorkemu24(20) => /goreviptal
17:46:7 | [CMD] turgut06(12) => /rpeort 17 bana mal dedi
17:46:8 | [CMD] oktayacar(6) => /admins
17:46:8 | [CMD] gorkemu24(20) => /work
17:46:8 | [CMD] Moskova_Kurdu(7) => /a rapor eden gereksiz report
17:46:10 | PENEZ(18) oyuna girdi [IP: 85.109.75.196]
17:46:10 | [CMD] gorkemu24(20) => /goreviptal
17:46:11 | [CMD] gorkemu24(20) => /work
17:46:11 | [CMD] Hic(10) => /pm 23 Knk Taksi ?
17:46:11 | turgut06(12): admin banla onu
17:46:13 | {FFCC00}Sahildeniz(16) {FFFFFF}Pilot olarak spawn oldu.
17:46:13 | oktayacar(6): nikotýn
17:46:13 | [CMD] Moskova_Kurdu(7) => /a neyse fazla zaman geçti
17:46:14 | [CMD] gorkemu24(20) => /goreviptal
17:46:14 | [CMD] gorkemu24(20) => /work
17:46:15 | Sahildeniz(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
17:46:15 | [CMD] Moskova_Kurdu(7) => /work
17:46:15 | emirhanertem(17): oldu
17:46:15 | [LOCAL]H.R.N.(25): bas geri gelme
17:46:15 | [CMD] H.R.N.(25) => /l bas geri gelme
17:46:16 | Hic(10): Ozan pm aç qnq
17:46:17 | [CMD] gorkemu24(20) => /goreviptal
